公司ID: E70


季度: 2.017010e+05  ,  金额: 35000.000000

季度: 2.017030e+05  ,  金额: 91050.000000

季度: 2.017040e+05  ,  金额: 270770.000000

季度: 2.017050e+05  ,  金额: 170655.000000

季度: 2.017060e+05  ,  金额: 264140.000000

季度: 2.017070e+05  ,  金额: 96070.000000

季度: 2.017080e+05  ,  金额: 52650.000000

季度: 2.017090e+05  ,  金额: 162711.500000

季度: 2.017100e+05  ,  金额: 146943.700000

季度: 2.017110e+05  ,  金额: 1072490.600000

季度: 2.017120e+05  ,  金额: 1426607.550000

季度: 2.018010e+05  ,  金额: 168482.600000

季度: 2.018030e+05  ,  金额: 264665.970000

季度: 2.018040e+05  ,  金额: 137170.800000

季度: 2.018050e+05  ,  金额: 75069.600000

季度: 2.018060e+05  ,  金额: 404814.610000

季度: 2.018070e+05  ,  金额: 1242545.400000

季度: 2.018080e+05  ,  金额: 227605.000000

季度: 2.018090e+05  ,  金额: 150275.500000

季度: 2.018100e+05  ,  金额: 219243.600000

季度: 2.018110e+05  ,  金额: 327668.100000

季度: 2.018120e+05  ,  金额: 756136.460000

季度: 2.019010e+05  ,  金额: 180607.000000

季度: 2.019030e+05  ,  金额: 305330.500000

季度: 2.019040e+05  ,  金额: 108123.300000

季度: 2.019050e+05  ,  金额: 103712.580000

季度: 2.019060e+05  ,  金额: 395476.700000

季度: 2.019070e+05  ,  金额: 23960.000000

季度: 2.019080e+05  ,  金额: 73722.000000

季度: 2.019090e+05  ,  金额: 241884.200000

季度: 2.019100e+05  ,  金额: 513007.720000

季度: 2.019110e+05  ,  金额: 386023.100000

季度: 2.019120e+05  ,  金额: 347378.390000

季度: 2.020010e+05  ,  金额: 218937.000000

季度: 2.020020e+05  ,  金额: 3310.000000

总流水交易额为: 10664238.480000, 总流水月平均交易额为: 304692.528000
