公司ID: E57


季度: 2.016120e+05  ,  金额: 5740.000000

季度: 2.017010e+05  ,  金额: 763500.000000

季度: 2.017040e+05  ,  金额: 190000.000000

季度: 2.017050e+05  ,  金额: 532125.000000

季度: 2.017060e+05  ,  金额: 971800.000000

季度: 2.017070e+05  ,  金额: 1070181.000000

季度: 2.017080e+05  ,  金额: 10020.000000

季度: 2.017090e+05  ,  金额: 387000.000000

季度: 2.017100e+05  ,  金额: 670000.000000

季度: 2.017120e+05  ,  金额: 920500.000000

季度: 2.018010e+05  ,  金额: 203750.000000

季度: 2.018030e+05  ,  金额: 1775955.000000

季度: 2.018040e+05  ,  金额: 3325000.000000

季度: 2.018050e+05  ,  金额: 411605.000000

季度: 2.018060e+05  ,  金额: 580000.000000

季度: 2.018080e+05  ,  金额: 880000.000000

季度: 2.018090e+05  ,  金额: 2075000.000000

季度: 2.018100e+05  ,  金额: 1319393.000000

季度: 2.018120e+05  ,  金额: 826040.000000

季度: 2.019030e+05  ,  金额: 3390000.000000

季度: 2.019040e+05  ,  金额: 1079513.000000

季度: 2.019050e+05  ,  金额: 455187.000000

季度: 2.019060e+05  ,  金额: 2331675.860000

季度: 2.019070e+05  ,  金额: 2534100.000000

季度: 2.019080e+05  ,  金额: 834200.000000

季度: 2.019100e+05  ,  金额: 3780000.000000

季度: 2.019110e+05  ,  金额: 2756750.000000

季度: 2.019120e+05  ,  金额: 2708930.000000

总流水交易额为: 36787964.860000, 总流水月平均交易额为: 1313855.887857
