公司ID: E62


季度: 2.017010e+05  ,  金额: 576258.000000

季度: 2.017020e+05  ,  金额: 460665.840000

季度: 2.017040e+05  ,  金额: 182885.000000

季度: 2.017050e+05  ,  金额: 260320.740000

季度: 2.017060e+05  ,  金额: 481408.000000

季度: 2.017070e+05  ,  金额: 69834.440000

季度: 2.017080e+05  ,  金额: 322912.000000

季度: 2.017090e+05  ,  金额: 2000.000000

季度: 2.017100e+05  ,  金额: 581620.000000

季度: 2.017110e+05  ,  金额: 105369.000000

季度: 2.017120e+05  ,  金额: 903000.000000

季度: 2.018010e+05  ,  金额: 1099243.020000

季度: 2.018040e+05  ,  金额: 255026.260000

季度: 2.018050e+05  ,  金额: 229742.000000

季度: 2.018070e+05  ,  金额: 158348.510000

季度: 2.018080e+05  ,  金额: 229742.000000

季度: 2.018090e+05  ,  金额: 268312.760000

季度: 2.018110e+05  ,  金额: 551070.170000

季度: 2.018120e+05  ,  金额: 579482.530000

季度: 2.019010e+05  ,  金额: 875948.170000

季度: 2.019050e+05  ,  金额: 743389.320000

季度: 2.019060e+05  ,  金额: 442052.160000

季度: 2.019080e+05  ,  金额: 0.000000

季度: 2.019090e+05  ,  金额: 131329.460000

季度: 2.019100e+05  ,  金额: 131329.460000

季度: 2.019120e+05  ,  金额: 887044.140000

季度: 2.020010e+05  ,  金额: -568219.840000

总流水交易额为: 9960113.140000, 总流水月平均交易额为: 368893.079259
