公司ID: E34


季度: 2.016120e+05  ,  金额: 125080.720000

季度: 2.017010e+05  ,  金额: 221541.400000

季度: 2.017020e+05  ,  金额: 1372085.580000

季度: 2.017030e+05  ,  金额: 370624.000000

季度: 2.017040e+05  ,  金额: 661370.000000

季度: 2.017050e+05  ,  金额: 14672902.220000

季度: 2.017060e+05  ,  金额: 201172.000000

季度: 2.017070e+05  ,  金额: 1188876.000000

季度: 2.017080e+05  ,  金额: 359336.000000

季度: 2.017090e+05  ,  金额: 1318628.680000

季度: 2.017100e+05  ,  金额: 488789.000000

季度: 2.017110e+05  ,  金额: 6395079.920000

季度: 2.017120e+05  ,  金额: 10305283.560000

季度: 2.018010e+05  ,  金额: 19547.100000

季度: 2.018020e+05  ,  金额: 1889322.010000

季度: 2.018030e+05  ,  金额: 808649.410000

季度: 2.018050e+05  ,  金额: 207898.450000

季度: 2.018060e+05  ,  金额: 4000000.000000

季度: 2.018070e+05  ,  金额: 781100.000000

季度: 2.018080e+05  ,  金额: 660581.410000

季度: 2.018090e+05  ,  金额: 1830000.000000

季度: 2.018100e+05  ,  金额: 19987.050000

季度: 2.018110e+05  ,  金额: 51122.670000

季度: 2.018120e+05  ,  金额: 7306976.380000

季度: 2.019010e+05  ,  金额: 926681.820000

季度: 2.019020e+05  ,  金额: 1048480.980000

季度: 2.019040e+05  ,  金额: 778512.770000

季度: 2.019050e+05  ,  金额: 1277521.020000

季度: 2.019060e+05  ,  金额: 120000.000000

季度: 2.019070e+05  ,  金额: 1169147.280000

季度: 2.019080e+05  ,  金额: 2654098.440000

季度: 2.019090e+05  ,  金额: 3252625.000000

季度: 2.019100e+05  ,  金额: 11775952.750000

季度: 2.019110e+05  ,  金额: 9910657.460000

季度: 2.019120e+05  ,  金额: 7312597.430000

总流水交易额为: 95482228.510000, 总流水月平均交易额为: 2728063.671714
