公司ID: E30


季度: 2.017070e+05  ,  金额: 1365305.270000

季度: 2.017080e+05  ,  金额: 1434570.580000

季度: 2.017090e+05  ,  金额: 1582871.390000

季度: 2.017100e+05  ,  金额: 1391493.490000

季度: 2.017110e+05  ,  金额: 2921770.960000

季度: 2.017120e+05  ,  金额: 4255136.640000

季度: 2.018010e+05  ,  金额: 7815274.240000

季度: 2.018020e+05  ,  金额: 5657976.000000

季度: 2.018040e+05  ,  金额: 2702542.230000

季度: 2.018050e+05  ,  金额: 4080050.390000

季度: 2.018060e+05  ,  金额: 2511924.400000

季度: 2.018070e+05  ,  金额: 6402545.910000

季度: 2.018080e+05  ,  金额: 3332896.810000

季度: 2.018100e+05  ,  金额: 2162529.230000

季度: 2.018110e+05  ,  金额: 544958.590000

季度: 2.018120e+05  ,  金额: 736650.050000

季度: 2.019010e+05  ,  金额: 7660732.910000

季度: 2.019040e+05  ,  金额: 473156.530000

季度: 2.019060e+05  ,  金额: 3531831.000000

季度: 2.019070e+05  ,  金额: 551184.040000

季度: 2.019080e+05  ,  金额: 3508200.230000

季度: 2.019090e+05  ,  金额: 221675.000000

季度: 2.019100e+05  ,  金额: 4134125.340000

季度: 2.019110e+05  ,  金额: 9129120.580000

总流水交易额为: 78108521.810000, 总流水月平均交易额为: 3254521.742083
