公司ID: E110


季度: 2.017120e+05  ,  金额: 25338.100000

季度: 2.018010e+05  ,  金额: 14327.730000

季度: 2.018030e+05  ,  金额: 5788.660000

季度: 2.018040e+05  ,  金额: 8118.390000

季度: 2.018050e+05  ,  金额: 5127.630000

季度: 2.018060e+05  ,  金额: 1440.000000

季度: 2.018070e+05  ,  金额: 1388.000000

季度: 2.018080e+05  ,  金额: 26478.000000

季度: 2.018100e+05  ,  金额: 32709.000000

季度: 2.018110e+05  ,  金额: 22728.000000

季度: 2.018120e+05  ,  金额: 5004.000000

季度: 2.019020e+05  ,  金额: 20005.000000

季度: 2.019050e+05  ,  金额: 15379.000000

季度: 2.019070e+05  ,  金额: 4630.000000

季度: 2.019080e+05  ,  金额: 2090.000000

季度: 2.019090e+05  ,  金额: 280.000000

季度: 2.019100e+05  ,  金额: 6118.000000

季度: 2.019110e+05  ,  金额: 890.000000

季度: 2.019120e+05  ,  金额: 1450.000000

季度: 2.020010e+05  ,  金额: 150.000000

总流水交易额为: 199439.510000, 总流水月平均交易额为: 9971.975500
