公司ID: E33


季度: 2.017040e+05  ,  金额: 1470546.650000

季度: 2.017050e+05  ,  金额: 4632398.600000

季度: 2.017060e+05  ,  金额: 3133648.370000

季度: 2.017070e+05  ,  金额: 2278213.320000

季度: 2.017080e+05  ,  金额: 2328398.100000

季度: 2.017090e+05  ,  金额: 774389.920000

季度: 2.017100e+05  ,  金额: 2581966.000000

季度: 2.017110e+05  ,  金额: 2403178.650000

季度: 2.017120e+05  ,  金额: 7587056.720000

季度: 2.018010e+05  ,  金额: 5189277.240000

季度: 2.018020e+05  ,  金额: 4398997.090000

季度: 2.018030e+05  ,  金额: 2575344.770000

季度: 2.018040e+05  ,  金额: 1160587.170000

季度: 2.018050e+05  ,  金额: 1087961.700000

季度: 2.018060e+05  ,  金额: 2998318.420000

季度: 2.018070e+05  ,  金额: 1072701.200000

季度: 2.018080e+05  ,  金额: 976588.770000

季度: 2.018090e+05  ,  金额: 1182630.110000

季度: 2.018100e+05  ,  金额: 1548406.150000

季度: 2.018110e+05  ,  金额: 3940561.550000

季度: 2.018120e+05  ,  金额: 1131625.430000

季度: 2.019010e+05  ,  金额: 6308196.690000

季度: 2.019020e+05  ,  金额: 477762.080000

季度: 2.019030e+05  ,  金额: 836640.000000

季度: 2.019040e+05  ,  金额: 196528.420000

季度: 2.019050e+05  ,  金额: 1263441.370000

季度: 2.019060e+05  ,  金额: 242611.770000

季度: 2.019070e+05  ,  金额: 976810.370000

季度: 2.019080e+05  ,  金额: 387106.240000

季度: 2.019090e+05  ,  金额: 1418380.860000

季度: 2.019100e+05  ,  金额: 940314.400000

季度: 2.019110e+05  ,  金额: 1567021.100000

季度: 2.019120e+05  ,  金额: 1187707.130000

季度: 2.020010e+05  ,  金额: 4185079.800000

总流水交易额为: 74440396.160000, 总流水月平均交易额为: 2189423.416471
