公司ID: E114


季度: 2.017010e+05  ,  金额: 25860.000000

季度: 2.017040e+05  ,  金额: 32000.000000

季度: 2.017060e+05  ,  金额: 4680.000000

季度: 2.017070e+05  ,  金额: 11496.000000

季度: 2.017090e+05  ,  金额: 7053.000000

季度: 2.017100e+05  ,  金额: 9433.800000

季度: 2.017110e+05  ,  金额: 8524.000000

季度: 2.017120e+05  ,  金额: 8316.000000

季度: 2.018010e+05  ,  金额: 2400.000000

季度: 2.018020e+05  ,  金额: 8864.000000

季度: 2.018030e+05  ,  金额: 12638.000000

季度: 2.018040e+05  ,  金额: 4104.000000

季度: 2.018050e+05  ,  金额: 1760.000000

季度: 2.018090e+05  ,  金额: 4000.000000

季度: 2.018100e+05  ,  金额: 10312.990000

季度: 2.018120e+05  ,  金额: 5040.000000

季度: 2.019020e+05  ,  金额: 4680.000000

季度: 2.019030e+05  ,  金额: 5840.000000

季度: 2.019040e+05  ,  金额: 7120.000000

季度: 2.019050e+05  ,  金额: 3338.000000

季度: 2.019080e+05  ,  金额: 6394.000000

季度: 2.019100e+05  ,  金额: 1161.840000

季度: 2.019120e+05  ,  金额: 7790.010000

季度: 2.020010e+05  ,  金额: 24792.000000

总流水交易额为: 217597.640000, 总流水月平均交易额为: 9066.568333
