公司ID: E21


季度: 2.016120e+05  ,  金额: 1102088.750000

季度: 2.017010e+05  ,  金额: 3705403.670000

季度: 2.017020e+05  ,  金额: 2880000.000000

季度: 2.017030e+05  ,  金额: 1203400.000000

季度: 2.017040e+05  ,  金额: 300000.000000

季度: 2.017060e+05  ,  金额: 258773.780000

季度: 2.017070e+05  ,  金额: 636862.600000

季度: 2.017080e+05  ,  金额: 251558.960000

季度: 2.017090e+05  ,  金额: 1103462.600000

季度: 2.017110e+05  ,  金额: 1795206.000000

季度: 2.017120e+05  ,  金额: 1410734.000000

季度: 2.018010e+05  ,  金额: 1816400.890000

季度: 2.018020e+05  ,  金额: 3389382.570000

季度: 2.018030e+05  ,  金额: 305923.000000

季度: 2.018040e+05  ,  金额: 2534788.060000

季度: 2.018050e+05  ,  金额: 100000.000000

季度: 2.018070e+05  ,  金额: 324373.800000

季度: 2.018080e+05  ,  金额: 1634701.000000

季度: 2.018090e+05  ,  金额: 3088835.400000

季度: 2.018100e+05  ,  金额: 6800010.000000

季度: 2.018110e+05  ,  金额: 7769225.000000

季度: 2.018120e+05  ,  金额: 7001853.850000

季度: 2.019010e+05  ,  金额: 4529197.600000

季度: 2.019020e+05  ,  金额: 3600000.000000

季度: 2.019030e+05  ,  金额: 10778267.000000

季度: 2.019040e+05  ,  金额: 7873463.000000

季度: 2.019050e+05  ,  金额: 1056665.800000

季度: 2.019060e+05  ,  金额: 7006441.790000

季度: 2.019070e+05  ,  金额: 1115628.010000

季度: 2.019080e+05  ,  金额: 8519290.760000

季度: 2.019090e+05  ,  金额: 5703836.980000

季度: 2.019100e+05  ,  金额: 1324119.140000

季度: 2.019110e+05  ,  金额: 11817511.850000

季度: 2.019120e+05  ,  金额: 16885440.010000

总流水交易额为: 129622845.870000, 总流水月平均交易额为: 3812436.643235
