公司ID: E83


季度: 2.017010e+05  ,  金额: 142000.000000

季度: 2.017040e+05  ,  金额: 34400.000000

季度: 2.017060e+05  ,  金额: 4800.000000

季度: 2.017070e+05  ,  金额: 165120.000000

季度: 2.017080e+05  ,  金额: 88370.000000

季度: 2.017090e+05  ,  金额: 100200.000000

季度: 2.017100e+05  ,  金额: 87430.000000

季度: 2.017110e+05  ,  金额: 606820.810000

季度: 2.017120e+05  ,  金额: 94340.000000

季度: 2.018030e+05  ,  金额: 5420.000000

季度: 2.018040e+05  ,  金额: 2200.000000

季度: 2.018050e+05  ,  金额: 19200.000000

季度: 2.018060e+05  ,  金额: 391200.000000

季度: 2.018070e+05  ,  金额: 108200.000000

季度: 2.018080e+05  ,  金额: 151600.000000

季度: 2.018090e+05  ,  金额: 150400.000000

季度: 2.018100e+05  ,  金额: 411400.000000

季度: 2.018110e+05  ,  金额: 832000.000000

季度: 2.019020e+05  ,  金额: 9480.000000

季度: 2.019060e+05  ,  金额: 14640.000000

季度: 2.019070e+05  ,  金额: 400.000000

季度: 2.019120e+05  ,  金额: 50500.000000

季度: 2.020010e+05  ,  金额: 3000.000000

总流水交易额为: 3473120.810000, 总流水月平均交易额为: 151005.252609
