公司ID: E94


季度: 2.017010e+05  ,  金额: 32325.000000

季度: 2.017020e+05  ,  金额: 41120.000000

季度: 2.017030e+05  ,  金额: 25506.000000

季度: 2.017040e+05  ,  金额: 5540.000000

季度: 2.017050e+05  ,  金额: 21471.720000

季度: 2.017060e+05  ,  金额: 38430.000000

季度: 2.017070e+05  ,  金额: 3780.000000

季度: 2.017080e+05  ,  金额: 3560.000000

季度: 2.017110e+05  ,  金额: 11490.000000

季度: 2.018010e+05  ,  金额: 11599.000000

季度: 2.018020e+05  ,  金额: 860.000000

季度: 2.018040e+05  ,  金额: 7004.000000

季度: 2.018050e+05  ,  金额: 865.200000

季度: 2.018070e+05  ,  金额: 1143.400000

季度: 2.018080e+05  ,  金额: 1250.000000

季度: 2.018090e+05  ,  金额: 6000.000000

季度: 2.018100e+05  ,  金额: 12871.570000

季度: 2.018110e+05  ,  金额: 172007.000000

季度: 2.018120e+05  ,  金额: 204560.000000

季度: 2.019050e+05  ,  金额: 240000.000000

季度: 2.019060e+05  ,  金额: 120000.000000

季度: 2.019070e+05  ,  金额: 111807.000000

季度: 2.019080e+05  ,  金额: 0.000000

季度: 2.019090e+05  ,  金额: 7269.000000

总流水交易额为: 1080458.890000, 总流水月平均交易额为: 45019.120417
