公司ID: E123


季度: 2.017040e+05  ,  金额: 8528.000000

季度: 2.017050e+05  ,  金额: 10773.000000

季度: 2.017060e+05  ,  金额: 524.000000

季度: 2.017120e+05  ,  金额: 1430.000000

季度: 2.018040e+05  ,  金额: 14922.000000

季度: 2.018050e+05  ,  金额: 134006.400000

季度: 2.018070e+05  ,  金额: 1875.000000

季度: 2.018080e+05  ,  金额: 11618.000000

季度: 2.019010e+05  ,  金额: 439.500000

季度: 2.019030e+05  ,  金额: 589.500000

季度: 2.019050e+05  ,  金额: 2401.600000

季度: 2.019080e+05  ,  金额: 7714.200000

季度: 2.019120e+05  ,  金额: 22052.500000

总流水交易额为: 216873.700000, 总流水月平均交易额为: 16682.592308
