公司ID: E67


季度: 2.017030e+05  ,  金额: 86800.000000

季度: 2.017050e+05  ,  金额: 278.000000

季度: 2.017060e+05  ,  金额: 87428.000000

季度: 2.017070e+05  ,  金额: 286506.000000

季度: 2.017100e+05  ,  金额: 90800.000000

季度: 2.017110e+05  ,  金额: 54380.000000

季度: 2.017120e+05  ,  金额: 11330.000000

季度: 2.018010e+05  ,  金额: 25000.000000

季度: 2.018020e+05  ,  金额: 5800.000000

季度: 2.018030e+05  ,  金额: 137590.000000

季度: 2.018040e+05  ,  金额: 188.000000

季度: 2.018060e+05  ,  金额: 34606.000000

季度: 2.018080e+05  ,  金额: 170210.000000

季度: 2.018090e+05  ,  金额: 300450.000000

季度: 2.018100e+05  ,  金额: 0.000000

季度: 2.018110e+05  ,  金额: 194586.000000

季度: 2.018120e+05  ,  金额: 495880.000000

季度: 2.019030e+05  ,  金额: 230010.000000

季度: 2.019050e+05  ,  金额: 539956.000000

季度: 2.019070e+05  ,  金额: 837724.000000

季度: 2.019080e+05  ,  金额: 319800.000000

季度: 2.019090e+05  ,  金额: 193358.000000

季度: 2.019100e+05  ,  金额: 1070610.000000

季度: 2.019110e+05  ,  金额: 542000.000000

季度: 2.019120e+05  ,  金额: 76120.000000

总流水交易额为: 5791410.000000, 总流水月平均交易额为: 231656.400000
