公司ID: E63


季度: 2.017010e+05  ,  金额: 2608032.350000

季度: 2.017030e+05  ,  金额: 889747.500000

季度: 2.017040e+05  ,  金额: 611600.000000

季度: 2.017050e+05  ,  金额: 1869690.000000

季度: 2.017060e+05  ,  金额: 2513480.000000

季度: 2.017070e+05  ,  金额: 3218497.500000

季度: 2.017080e+05  ,  金额: 3148122.000000

季度: 2.017090e+05  ,  金额: 4974480.000000

季度: 2.017100e+05  ,  金额: 4481691.470000

季度: 2.017110e+05  ,  金额: 5660413.890000

季度: 2.017120e+05  ,  金额: 6795741.000000

季度: 2.018010e+05  ,  金额: 3388300.000000

季度: 2.018030e+05  ,  金额: 3486225.000000

季度: 2.018040e+05  ,  金额: 2325000.000000

季度: 2.018050e+05  ,  金额: 357282.000000

季度: 2.018060e+05  ,  金额: 1543750.000000

季度: 2.018070e+05  ,  金额: 1370824.000000

季度: 2.018080e+05  ,  金额: 734486.150000

季度: 2.018090e+05  ,  金额: 1753375.000000

季度: 2.018100e+05  ,  金额: 665000.000000

季度: 2.018110e+05  ,  金额: 1047675.430000

季度: 2.018120e+05  ,  金额: 784330.000000

季度: 2.019040e+05  ,  金额: 640000.000000

总流水交易额为: 54867743.290000, 总流水月平均交易额为: 2385554.056087
