公司ID: E3


季度: 2.017010e+05  ,  金额: 65561575.790000

季度: 2.017020e+05  ,  金额: 56911685.480000

季度: 2.017030e+05  ,  金额: 35007498.720000

季度: 2.017040e+05  ,  金额: 29917035.450000

季度: 2.017050e+05  ,  金额: 20153202.040000

季度: 2.017060e+05  ,  金额: 7554636.540000

季度: 2.017070e+05  ,  金额: 9014086.980000

季度: 2.017080e+05  ,  金额: 12456587.940000

季度: 2.017090e+05  ,  金额: 17586857.540000

季度: 2.017100e+05  ,  金额: 15025149.310000

季度: 2.017110e+05  ,  金额: 18600288.470000

季度: 2.017120e+05  ,  金额: 13914987.490000

季度: 2.018010e+05  ,  金额: 21395457.830000

季度: 2.018020e+05  ,  金额: 19334345.230000

季度: 2.018030e+05  ,  金额: 13191063.170000

季度: 2.018040e+05  ,  金额: 28907305.330000

季度: 2.018050e+05  ,  金额: 12523056.220000

季度: 2.018060e+05  ,  金额: 10831304.220000

季度: 2.018070e+05  ,  金额: 9824615.190000

季度: 2.018080e+05  ,  金额: 7290004.980000

季度: 2.018090e+05  ,  金额: 18094996.200000

季度: 2.018100e+05  ,  金额: 14938121.760000

季度: 2.018110e+05  ,  金额: 16564400.710000

季度: 2.018120e+05  ,  金额: 10021720.510000

季度: 2.019010e+05  ,  金额: 29986124.380000

季度: 2.019020e+05  ,  金额: 6744565.300000

季度: 2.019030e+05  ,  金额: 24007987.520000

季度: 2.019040e+05  ,  金额: 10862057.940000

季度: 2.019050e+05  ,  金额: 13731057.760000

季度: 2.019060e+05  ,  金额: 11753957.990000

季度: 2.019070e+05  ,  金额: 6467250.000000

季度: 2.019080e+05  ,  金额: 6897556.650000

季度: 2.019090e+05  ,  金额: 12521087.310000

季度: 2.019100e+05  ,  金额: 11269184.480000

季度: 2.019110e+05  ,  金额: 13643884.980000

季度: 2.019120e+05  ,  金额: 11204300.440000

季度: 2.020010e+05  ,  金额: 9121976.920000

季度: 2.020020e+05  ,  金额: 8235114.930000

总流水交易额为: 661066089.700000, 总流水月平均交易额为: 17396476.044737
