公司ID: E41


季度: 2.017010e+05  ,  金额: 53301.730000

季度: 2.017020e+05  ,  金额: 62695.070000

季度: 2.017030e+05  ,  金额: 154460.130000

季度: 2.017040e+05  ,  金额: 51480.760000

季度: 2.017050e+05  ,  金额: 427229.570000

季度: 2.017060e+05  ,  金额: 192760.000000

季度: 2.017070e+05  ,  金额: 111178.050000

季度: 2.017080e+05  ,  金额: 366934.350000

季度: 2.017090e+05  ,  金额: 70754.530000

季度: 2.017100e+05  ,  金额: 450970.010000

季度: 2.017110e+05  ,  金额: 812434.520000

季度: 2.017120e+05  ,  金额: 730792.910000

季度: 2.018010e+05  ,  金额: 718559.230000

季度: 2.018020e+05  ,  金额: 115873.450000

季度: 2.018030e+05  ,  金额: 798266.830000

季度: 2.018040e+05  ,  金额: 955227.550000

季度: 2.018050e+05  ,  金额: 685844.350000

季度: 2.018060e+05  ,  金额: 533299.330000

季度: 2.018070e+05  ,  金额: 532200.310000

季度: 2.018080e+05  ,  金额: 597883.030000

季度: 2.018090e+05  ,  金额: 1057216.080000

季度: 2.018100e+05  ,  金额: 1193743.630000

季度: 2.018110e+05  ,  金额: 874875.500000

季度: 2.018120e+05  ,  金额: 253535.320000

季度: 2.019010e+05  ,  金额: 1281938.120000

季度: 2.019020e+05  ,  金额: 916396.330000

季度: 2.019030e+05  ,  金额: 36751.520000

季度: 2.019040e+05  ,  金额: 1616542.790000

季度: 2.019050e+05  ,  金额: 2605579.990000

季度: 2.019060e+05  ,  金额: 2881298.150000

季度: 2.019070e+05  ,  金额: 1588627.290000

季度: 2.019080e+05  ,  金额: 1665682.740000

季度: 2.019090e+05  ,  金额: 1800272.930000

季度: 2.019100e+05  ,  金额: 1540165.780000

季度: 2.019110e+05  ,  金额: 1294915.860000

季度: 2.019120e+05  ,  金额: 876206.970000

季度: 2.020010e+05  ,  金额: 1448970.870000

季度: 2.020020e+05  ,  金额: 1914524.810000

总流水交易额为: 33269390.390000, 总流水月平均交易额为: 875510.273421
