公司ID: E76


季度: 2.017010e+05  ,  金额: 16800.000000

季度: 2.017020e+05  ,  金额: 55200.000000

季度: 2.017030e+05  ,  金额: 6500.000000

季度: 2.017040e+05  ,  金额: 396100.000000

季度: 2.017050e+05  ,  金额: 10500.000000

季度: 2.017060e+05  ,  金额: 44000.000000

季度: 2.017070e+05  ,  金额: 141600.000000

季度: 2.017080e+05  ,  金额: 268000.000000

季度: 2.017090e+05  ,  金额: 44800.000000

季度: 2.017100e+05  ,  金额: 77500.000000

季度: 2.017110e+05  ,  金额: 23400.000000

季度: 2.017120e+05  ,  金额: 7600.000000

季度: 2.018010e+05  ,  金额: 14400.000000

季度: 2.018020e+05  ,  金额: 20600.000000

季度: 2.018030e+05  ,  金额: 225300.000000

季度: 2.018040e+05  ,  金额: 18500.000000

季度: 2.018050e+05  ,  金额: 26100.000000

季度: 2.018060e+05  ,  金额: 370300.000000

季度: 2.018070e+05  ,  金额: 83700.000000

季度: 2.018080e+05  ,  金额: 295623.200000

季度: 2.018090e+05  ,  金额: 89395.000000

季度: 2.018100e+05  ,  金额: 114800.000000

季度: 2.018110e+05  ,  金额: 126371.400000

季度: 2.018120e+05  ,  金额: 38823.000000

季度: 2.019010e+05  ,  金额: 60640.000000

季度: 2.019030e+05  ,  金额: 403635.000000

季度: 2.019040e+05  ,  金额: 79400.000000

季度: 2.019050e+05  ,  金额: 200800.000000

季度: 2.019060e+05  ,  金额: 23100.000000

季度: 2.019070e+05  ,  金额: 22120.000000

季度: 2.019080e+05  ,  金额: 111200.000000

季度: 2.019090e+05  ,  金额: 431540.200000

季度: 2.019100e+05  ,  金额: 10100.000000

季度: 2.019110e+05  ,  金额: 395050.000000

季度: 2.019120e+05  ,  金额: 38500.000000

季度: 2.020010e+05  ,  金额: 5000.000000

总流水交易额为: 4296997.800000, 总流水月平均交易额为: 119361.050000
