公司ID: E90


季度: 2.017050e+05  ,  金额: 76640.100000

季度: 2.017060e+05  ,  金额: 26984.100000

季度: 2.017070e+05  ,  金额: 209261.400000

季度: 2.017080e+05  ,  金额: 56685.000000

季度: 2.017090e+05  ,  金额: 36078.000000

季度: 2.017100e+05  ,  金额: 27824.000000

季度: 2.017110e+05  ,  金额: 72046.400000

季度: 2.017120e+05  ,  金额: 186090.000000

季度: 2.018010e+05  ,  金额: 41973.920000

季度: 2.018020e+05  ,  金额: 4600.000000

季度: 2.018030e+05  ,  金额: 149061.000000

季度: 2.018040e+05  ,  金额: 62772.000000

季度: 2.018050e+05  ,  金额: 48410.200000

季度: 2.018060e+05  ,  金额: 44960.000000

季度: 2.018070e+05  ,  金额: 66000.000000

季度: 2.018080e+05  ,  金额: 12000.000000

季度: 2.018090e+05  ,  金额: 19628.000000

季度: 2.018100e+05  ,  金额: 193563.680000

季度: 2.018110e+05  ,  金额: 143000.000000

季度: 2.018120e+05  ,  金额: 60095.000000

季度: 2.019020e+05  ,  金额: 19972.520000

季度: 2.019030e+05  ,  金额: 203007.790000

季度: 2.019040e+05  ,  金额: 23022.300000

季度: 2.019050e+05  ,  金额: 7600.000000

季度: 2.019060e+05  ,  金额: 39423.520000

季度: 2.019070e+05  ,  金额: 15688.000000

季度: 2.019080e+05  ,  金额: 73902.760000

季度: 2.019090e+05  ,  金额: 118032.000000

季度: 2.019100e+05  ,  金额: 252252.860000

季度: 2.019110e+05  ,  金额: 816083.490000

季度: 2.019120e+05  ,  金额: 177355.170000

季度: 2.020010e+05  ,  金额: 159956.120000

总流水交易额为: 3443969.330000, 总流水月平均交易额为: 107624.041563
