公司ID: E39


季度: 2.017100e+05  ,  金额: 1236115.000000

季度: 2.017120e+05  ,  金额: 1204560.000000

季度: 2.018010e+05  ,  金额: 4324547.000000

季度: 2.018020e+05  ,  金额: 75031.000000

季度: 2.018040e+05  ,  金额: 3283938.000000

季度: 2.018050e+05  ,  金额: 259368.000000

季度: 2.018060e+05  ,  金额: 466320.000000

季度: 2.018070e+05  ,  金额: 110203.000000

季度: 2.018080e+05  ,  金额: 1101471.000000

季度: 2.018090e+05  ,  金额: 2253773.000000

季度: 2.018110e+05  ,  金额: 100000.000000

季度: 2.018120e+05  ,  金额: 200000.000000

季度: 2.019010e+05  ,  金额: 4003730.000000

季度: 2.019020e+05  ,  金额: 100000.000000

季度: 2.019030e+05  ,  金额: 3081544.600000

季度: 2.019040e+05  ,  金额: 916383.780000

季度: 2.019050e+05  ,  金额: 172325.000000

季度: 2.019060e+05  ,  金额: 400485.000000

季度: 2.019070e+05  ,  金额: 3473790.000000

季度: 2.019080e+05  ,  金额: 1138574.600000

季度: 2.019090e+05  ,  金额: 3568184.200000

季度: 2.019100e+05  ,  金额: 224719.000000

季度: 2.019110e+05  ,  金额: 430603.000000

季度: 2.019120e+05  ,  金额: 683811.500000

总流水交易额为: 32809476.680000, 总流水月平均交易额为: 1367061.528333
