公司ID: E5


季度: 2.017010e+05  ,  金额: 785638.000000

季度: 2.017030e+05  ,  金额: 28800.000000

季度: 2.017040e+05  ,  金额: 829025.800000

季度: 2.017050e+05  ,  金额: 2536362.800000

季度: 2.017060e+05  ,  金额: 24500.000000

季度: 2.017090e+05  ,  金额: 49560.000000

季度: 2.017100e+05  ,  金额: 208040.000000

季度: 2.017120e+05  ,  金额: 673312.000000

季度: 2.018010e+05  ,  金额: 1831066.600000

季度: 2.018020e+05  ,  金额: 3694648.600000

季度: 2.018030e+05  ,  金额: 2310153.500000

季度: 2.018040e+05  ,  金额: 11452318.000000

季度: 2.018050e+05  ,  金额: 4396246.400000

季度: 2.018060e+05  ,  金额: 5622734.600000

季度: 2.018070e+05  ,  金额: 8028454.780000

季度: 2.018080e+05  ,  金额: 8137657.000000

季度: 2.018090e+05  ,  金额: 10875074.600000

季度: 2.018100e+05  ,  金额: 24626814.900000

季度: 2.018110e+05  ,  金额: 17785106.800000

季度: 2.018120e+05  ,  金额: 22355232.120000

季度: 2.019010e+05  ,  金额: 10018216.600000

季度: 2.019020e+05  ,  金额: 14206755.600000

季度: 2.019030e+05  ,  金额: 15055000.400000

季度: 2.019040e+05  ,  金额: 9969082.160000

季度: 2.019050e+05  ,  金额: 7389498.000000

季度: 2.019060e+05  ,  金额: 8037946.000000

季度: 2.019070e+05  ,  金额: 6508496.140000

季度: 2.019080e+05  ,  金额: 3065123.530000

季度: 2.019090e+05  ,  金额: 9581027.160000

季度: 2.019100e+05  ,  金额: 5669365.960000

季度: 2.019110e+05  ,  金额: 6389879.440000

季度: 2.019120e+05  ,  金额: 7646634.700000

季度: 2.020010e+05  ,  金额: 3388267.800000

总流水交易额为: 233176039.990000, 总流水月平均交易额为: 7065940.605758
