公司ID: E52


季度: 2.017110e+05  ,  金额: 691095.000000

季度: 2.018010e+05  ,  金额: 105000.000000

季度: 2.018020e+05  ,  金额: 545000.000000

季度: 2.018030e+05  ,  金额: 215770.000000

季度: 2.018040e+05  ,  金额: 397000.000000

季度: 2.018050e+05  ,  金额: 840.000000

季度: 2.018060e+05  ,  金额: 103560.000000

季度: 2.018070e+05  ,  金额: 19800.000000

季度: 2.018080e+05  ,  金额: 158549.000000

季度: 2.018090e+05  ,  金额: 127680.000000

季度: 2.018100e+05  ,  金额: 541129.000000

季度: 2.018110e+05  ,  金额: 1632210.000000

季度: 2.018120e+05  ,  金额: 247565.200000

季度: 2.019010e+05  ,  金额: 1884643.520000

季度: 2.019030e+05  ,  金额: 350382.000000

季度: 2.019040e+05  ,  金额: 167000.000000

季度: 2.019050e+05  ,  金额: 953155.000000

季度: 2.019060e+05  ,  金额: 1045476.000000

季度: 2.019070e+05  ,  金额: 335796.740000

季度: 2.019080e+05  ,  金额: 6353673.960000

季度: 2.019090e+05  ,  金额: 41472.100000

季度: 2.019110e+05  ,  金额: 2625978.000000

季度: 2.019120e+05  ,  金额: 2013326.000000

季度: 2.020010e+05  ,  金额: 714008.450000

总流水交易额为: 21270109.970000, 总流水月平均交易额为: 886254.582083
