公司ID: E75


季度: 2.017010e+05  ,  金额: 239136.000000

季度: 2.017020e+05  ,  金额: 280739.240000

季度: 2.017030e+05  ,  金额: 346225.000000

季度: 2.017040e+05  ,  金额: 346036.000000

季度: 2.017050e+05  ,  金额: 200393.000000

季度: 2.017060e+05  ,  金额: 211669.000000

季度: 2.017070e+05  ,  金额: 236380.000000

季度: 2.017080e+05  ,  金额: 211684.000000

季度: 2.017090e+05  ,  金额: 265712.000000

季度: 2.017100e+05  ,  金额: 157494.000000

季度: 2.017110e+05  ,  金额: 232749.000000

季度: 2.017120e+05  ,  金额: 129680.000000

季度: 2.018010e+05  ,  金额: 170810.000000

季度: 2.018020e+05  ,  金额: 212218.000000

季度: 2.018030e+05  ,  金额: 156899.000000

季度: 2.018040e+05  ,  金额: 191479.000000

季度: 2.018050e+05  ,  金额: 204230.000000

季度: 2.018060e+05  ,  金额: 180436.000000

季度: 2.018070e+05  ,  金额: 146624.000000

季度: 2.018080e+05  ,  金额: 152801.000000

季度: 2.018090e+05  ,  金额: 90835.000000

季度: 2.018100e+05  ,  金额: 138895.000000

季度: 2.018110e+05  ,  金额: 125797.000000

季度: 2.018120e+05  ,  金额: 217382.000000

季度: 2.019010e+05  ,  金额: 218497.000000

季度: 2.019020e+05  ,  金额: 95443.000000

季度: 2.019030e+05  ,  金额: 180886.000000

季度: 2.019040e+05  ,  金额: 123050.000000

季度: 2.019050e+05  ,  金额: 101620.000000

季度: 2.019060e+05  ,  金额: 304854.000000

季度: 2.019070e+05  ,  金额: 112074.100000

季度: 2.019080e+05  ,  金额: 178503.000000

季度: 2.019090e+05  ,  金额: 74930.000000

季度: 2.019100e+05  ,  金额: 77900.000000

季度: 2.019110e+05  ,  金额: 56577.240000

季度: 2.019120e+05  ,  金额: 195202.220000

季度: 2.020010e+05  ,  金额: 78385.000000

总流水交易额为: 6644224.800000, 总流水月平均交易额为: 179573.643243
