公司ID: E72


季度: 2.017040e+05  ,  金额: 14900.000000

季度: 2.017050e+05  ,  金额: 22000.000000

季度: 2.017110e+05  ,  金额: 4800.000000

季度: 2.017120e+05  ,  金额: 4800.000000

季度: 2.018020e+05  ,  金额: 320193.380000

季度: 2.018050e+05  ,  金额: 102258.920000

季度: 2.018070e+05  ,  金额: 725849.530000

季度: 2.018080e+05  ,  金额: 155585.600000

季度: 2.018090e+05  ,  金额: 192899.520000

季度: 2.018120e+05  ,  金额: 546533.230000

季度: 2.019010e+05  ,  金额: 320033.590000

季度: 2.019030e+05  ,  金额: 22650.000000

季度: 2.019060e+05  ,  金额: 219923.100000

季度: 2.019080e+05  ,  金额: 794854.910000

季度: 2.019090e+05  ,  金额: 116147.860000

季度: 2.019110e+05  ,  金额: 189963.900000

季度: 2.019120e+05  ,  金额: 228785.000000

季度: 2.020010e+05  ,  金额: 457935.210000

总流水交易额为: 4440113.750000, 总流水月平均交易额为: 246672.986111
