公司ID: E24


季度: 2.017010e+05  ,  金额: 1913384.010000

季度: 2.017030e+05  ,  金额: 2250000.000000

季度: 2.017040e+05  ,  金额: 1650000.000000

季度: 2.017050e+05  ,  金额: 2150000.000000

季度: 2.017060e+05  ,  金额: 2422800.000000

季度: 2.017070e+05  ,  金额: 2123000.000000

季度: 2.017090e+05  ,  金额: 1990500.000000

季度: 2.017100e+05  ,  金额: 1121296.000000

季度: 2.017110e+05  ,  金额: 1458924.250000

季度: 2.017120e+05  ,  金额: 2541222.380000

季度: 2.018010e+05  ,  金额: 7217898.930000

季度: 2.018020e+05  ,  金额: 2556705.560000

季度: 2.018030e+05  ,  金额: 118000.000000

季度: 2.018040e+05  ,  金额: 626728.000000

季度: 2.018050e+05  ,  金额: 4785400.000000

季度: 2.018060e+05  ,  金额: 7328785.510000

季度: 2.018070e+05  ,  金额: 5044824.800000

季度: 2.018080e+05  ,  金额: 6097459.030000

季度: 2.018090e+05  ,  金额: 7499598.600000

季度: 2.018100e+05  ,  金额: 3621630.420000

季度: 2.018110e+05  ,  金额: 4794789.500000

季度: 2.018120e+05  ,  金额: 8109563.400000

季度: 2.019010e+05  ,  金额: 10182650.000000

季度: 2.019020e+05  ,  金额: 150000.000000

季度: 2.019030e+05  ,  金额: 2168823.300000

季度: 2.019040e+05  ,  金额: 4432968.390000

季度: 2.019050e+05  ,  金额: 7143461.260000

季度: 2.019060e+05  ,  金额: 6704084.920000

季度: 2.019070e+05  ,  金额: 10850153.020000

季度: 2.019080e+05  ,  金额: 4976551.630000

季度: 2.019090e+05  ,  金额: 3813145.160000

季度: 2.019100e+05  ,  金额: 7085275.850000

季度: 2.019110e+05  ,  金额: 7028417.090000

季度: 2.019120e+05  ,  金额: 5232328.150000

季度: 2.020010e+05  ,  金额: 6958083.670000

总流水交易额为: 154148452.830000, 总流水月平均交易额为: 4404241.509429
