公司ID: E105


季度: 2.017090e+05  ,  金额: 87185.000000

季度: 2.017100e+05  ,  金额: 79622.500000

季度: 2.017110e+05  ,  金额: 28519.200000

季度: 2.017120e+05  ,  金额: 122941.230000

季度: 2.018010e+05  ,  金额: 38522.000000

季度: 2.018020e+05  ,  金额: 43000.000000

季度: 2.018030e+05  ,  金额: 61182.000000

季度: 2.018040e+05  ,  金额: 30899.400000

季度: 2.018050e+05  ,  金额: 38582.000000

季度: 2.018060e+05  ,  金额: 40000.000000

季度: 2.018070e+05  ,  金额: 29437.400000

季度: 2.018080e+05  ,  金额: 20579.800000

季度: 2.018090e+05  ,  金额: 19567.420000

季度: 2.018100e+05  ,  金额: 14313.000000

季度: 2.018110e+05  ,  金额: 20476.000000

季度: 2.018120e+05  ,  金额: 20260.000000

季度: 2.019010e+05  ,  金额: 93261.940000

季度: 2.019050e+05  ,  金额: 19772.000000

季度: 2.019060e+05  ,  金额: 0.000000

季度: 2.019110e+05  ,  金额: 25070.000000

季度: 2.019120e+05  ,  金额: 48720.000000

季度: 2.020010e+05  ,  金额: 30672.000000

季度: 2.020020e+05  ,  金额: 29840.000000

总流水交易额为: 942422.890000, 总流水月平均交易额为: 40974.908261
