公司ID: E13


季度: 2.017010e+05  ,  金额: 4517464.840000

季度: 2.017020e+05  ,  金额: 4743476.550000

季度: 2.017030e+05  ,  金额: 5310496.560000

季度: 2.017040e+05  ,  金额: 6136383.950000

季度: 2.017050e+05  ,  金额: 6734430.600000

季度: 2.017060e+05  ,  金额: 11788053.660000

季度: 2.017070e+05  ,  金额: 3581619.150000

季度: 2.017080e+05  ,  金额: 9650539.800000

季度: 2.017090e+05  ,  金额: 6339912.020000

季度: 2.017100e+05  ,  金额: 6260103.950000

季度: 2.017110e+05  ,  金额: 3226576.910000

季度: 2.017120e+05  ,  金额: 4115231.810000

季度: 2.018010e+05  ,  金额: 4326221.060000

季度: 2.018020e+05  ,  金额: 4224913.710000

季度: 2.018030e+05  ,  金额: 6811352.510000

季度: 2.018040e+05  ,  金额: 2425639.540000

季度: 2.018050e+05  ,  金额: 3713568.510000

季度: 2.018060e+05  ,  金额: 2871689.670000

季度: 2.018070e+05  ,  金额: 2440970.970000

季度: 2.018080e+05  ,  金额: 4070525.960000

季度: 2.018090e+05  ,  金额: 5687215.950000

季度: 2.018100e+05  ,  金额: 22310667.330000

季度: 2.018110e+05  ,  金额: 11722269.370000

季度: 2.018120e+05  ,  金额: 17325129.370000

季度: 2.019010e+05  ,  金额: 3693503.960000

季度: 2.019020e+05  ,  金额: 2531676.950000

季度: 2.019030e+05  ,  金额: 7575510.000000

季度: 2.019040e+05  ,  金额: 7660888.980000

季度: 2.019050e+05  ,  金额: 2038841.770000

季度: 2.019060e+05  ,  金额: 2275247.780000

季度: 2.019070e+05  ,  金额: 2912577.730000

季度: 2.019080e+05  ,  金额: 5713063.720000

季度: 2.019090e+05  ,  金额: 2719667.600000

季度: 2.019100e+05  ,  金额: 3127496.200000

季度: 2.019110e+05  ,  金额: 9002105.370000

季度: 2.019120e+05  ,  金额: 32376544.230000

季度: 2.020010e+05  ,  金额: 2012138.100000

季度: 2.020020e+05  ,  金额: 3655.180000

总流水交易额为: 243977371.320000, 总流水月平均交易额为: 6420457.140000
