公司ID: E69


季度: 2.018080e+05  ,  金额: 56214.500000

季度: 2.018090e+05  ,  金额: 45550.000000

季度: 2.018100e+05  ,  金额: 66992.700000

季度: 2.018110e+05  ,  金额: 66423.120000

季度: 2.018120e+05  ,  金额: 65671.150000

季度: 2.019010e+05  ,  金额: 130382.000000

季度: 2.019020e+05  ,  金额: 428387.580000

季度: 2.019030e+05  ,  金额: 342575.700000

季度: 2.019040e+05  ,  金额: 219392.590000

季度: 2.019050e+05  ,  金额: 414903.000000

季度: 2.019060e+05  ,  金额: 447173.630000

季度: 2.019070e+05  ,  金额: 119916.720000

季度: 2.019080e+05  ,  金额: 481408.460000

季度: 2.019090e+05  ,  金额: 5247.300000

季度: 2.019100e+05  ,  金额: 127867.020000

季度: 2.019110e+05  ,  金额: 180904.360000

季度: 2.019120e+05  ,  金额: 152309.800000

季度: 2.020010e+05  ,  金额: 389185.000000

总流水交易额为: 3740504.630000, 总流水月平均交易额为: 207805.812778
