公司ID: E45


季度: 2.017110e+05  ,  金额: 602964.640000

季度: 2.017120e+05  ,  金额: 1039994.000000

季度: 2.018010e+05  ,  金额: 210000.000000

季度: 2.018020e+05  ,  金额: 1601708.000000

季度: 2.018030e+05  ,  金额: 130690.000000

季度: 2.018040e+05  ,  金额: 330285.010000

季度: 2.018050e+05  ,  金额: 450807.000000

季度: 2.018060e+05  ,  金额: 527782.800000

季度: 2.018070e+05  ,  金额: 201125.000000

季度: 2.018080e+05  ,  金额: 526080.290000

季度: 2.018090e+05  ,  金额: 277608.950000

季度: 2.018100e+05  ,  金额: 83877.200000

季度: 2.018110e+05  ,  金额: 48563.000000

季度: 2.018120e+05  ,  金额: 572100.000000

季度: 2.019040e+05  ,  金额: 2959419.960000

季度: 2.019050e+05  ,  金额: 1923912.200000

季度: 2.019060e+05  ,  金额: 2669082.180000

季度: 2.019070e+05  ,  金额: 3903295.000000

季度: 2.019080e+05  ,  金额: 1916434.950000

季度: 2.019090e+05  ,  金额: 1782785.640000

季度: 2.019100e+05  ,  金额: 2059019.000000

季度: 2.019110e+05  ,  金额: 4108329.000000

总流水交易额为: 27925863.820000, 总流水月平均交易额为: 1269357.446364
