公司ID: E9


季度: 2.017010e+05  ,  金额: 10274350.860000

季度: 2.017020e+05  ,  金额: 7928737.220000

季度: 2.017030e+05  ,  金额: 9872487.440000

季度: 2.017040e+05  ,  金额: 6223441.460000

季度: 2.017050e+05  ,  金额: 7007799.810000

季度: 2.017060e+05  ,  金额: 8866961.660000

季度: 2.017070e+05  ,  金额: 8307198.020000

季度: 2.017080e+05  ,  金额: 11372793.630000

季度: 2.017090e+05  ,  金额: 10721970.980000

季度: 2.017100e+05  ,  金额: 9500639.000000

季度: 2.017110e+05  ,  金额: 8746364.100000

季度: 2.017120e+05  ,  金额: 8821537.960000

季度: 2.018010e+05  ,  金额: 16166338.370000

季度: 2.018020e+05  ,  金额: 9953265.900000

季度: 2.018030e+05  ,  金额: 10380716.190000

季度: 2.018040e+05  ,  金额: 15123641.070000

季度: 2.018050e+05  ,  金额: 5187601.730000

季度: 2.018060e+05  ,  金额: 6979400.490000

季度: 2.018070e+05  ,  金额: 7582980.140000

季度: 2.018080e+05  ,  金额: 8643462.860000

季度: 2.018090e+05  ,  金额: 9952998.550000

季度: 2.018100e+05  ,  金额: 10572755.400000

季度: 2.018110e+05  ,  金额: 10328432.770000

季度: 2.018120e+05  ,  金额: 11160168.270000

季度: 2.019010e+05  ,  金额: 18402995.500000

季度: 2.019020e+05  ,  金额: 9902571.630000

季度: 2.019030e+05  ,  金额: 16657816.950000

季度: 2.019040e+05  ,  金额: 3941846.170000

季度: 2.019050e+05  ,  金额: 7306424.170000

季度: 2.019060e+05  ,  金额: 7019010.950000

季度: 2.019070e+05  ,  金额: 7100224.210000

季度: 2.019080e+05  ,  金额: 7819596.180000

季度: 2.019090e+05  ,  金额: 9796696.640000

季度: 2.019100e+05  ,  金额: 9067725.620000

季度: 2.019110e+05  ,  金额: 10116745.930000

季度: 2.019120e+05  ,  金额: 8168412.930000

季度: 2.020010e+05  ,  金额: 18358030.130000

季度: 2.020020e+05  ,  金额: 5983314.980000

总流水交易额为: 369317455.870000, 总流水月平均交易额为: 9718880.417632
