公司ID: E7


季度: 2.017010e+05  ,  金额: 42770796.330000

季度: 2.017020e+05  ,  金额: 17206622.540000

季度: 2.017030e+05  ,  金额: 25839553.320000

季度: 2.017040e+05  ,  金额: 16107489.180000

季度: 2.017050e+05  ,  金额: 17982413.820000

季度: 2.017060e+05  ,  金额: 14274585.200000

季度: 2.017070e+05  ,  金额: 14036331.900000

季度: 2.017080e+05  ,  金额: 25531981.260000

季度: 2.017090e+05  ,  金额: 40877483.350000

季度: 2.017100e+05  ,  金额: 15251670.180000

季度: 2.017110e+05  ,  金额: 25673662.320000

季度: 2.017120e+05  ,  金额: 45753678.480000

季度: 2.018010e+05  ,  金额: 26798153.060000

季度: 2.018020e+05  ,  金额: 10781408.500000

季度: 2.018030e+05  ,  金额: 12709455.140000

季度: 2.018040e+05  ,  金额: 8113387.810000

季度: 2.018050e+05  ,  金额: 14137088.670000

季度: 2.018060e+05  ,  金额: 10231065.380000

季度: 2.018070e+05  ,  金额: 9729192.050000

季度: 2.018080e+05  ,  金额: 16889970.290000

季度: 2.018090e+05  ,  金额: 24434370.100000

季度: 2.018100e+05  ,  金额: 12403823.120000

季度: 2.018110e+05  ,  金额: 17935431.500000

季度: 2.018120e+05  ,  金额: 29158810.450000

季度: 2.019010e+05  ,  金额: 24475689.610000

季度: 2.019020e+05  ,  金额: 3693288.820000

季度: 2.019030e+05  ,  金额: 12118452.460000

季度: 2.019040e+05  ,  金额: 3600644.500000

季度: 2.019050e+05  ,  金额: 8496587.840000

季度: 2.019060e+05  ,  金额: 5262864.480000

季度: 2.019070e+05  ,  金额: 5165185.490000

季度: 2.019080e+05  ,  金额: 12194549.330000

季度: 2.019090e+05  ,  金额: 10200637.380000

季度: 2.019100e+05  ,  金额: 9457246.380000

季度: 2.019110e+05  ,  金额: 3192846.970000

季度: 2.019120e+05  ,  金额: 3033771.900000

季度: 2.020010e+05  ,  金额: 696737.240000

季度: 2.020020e+05  ,  金额: 25470.410000

总流水交易额为: 596242396.760000, 总流水月平均交易额为: 15690589.388421
