公司ID: E89


季度: 2.017010e+05  ,  金额: 83527.000000

季度: 2.017020e+05  ,  金额: 51529.000000

季度: 2.017030e+05  ,  金额: 13330.000000

季度: 2.017040e+05  ,  金额: 6038.000000

季度: 2.017060e+05  ,  金额: 5499.000000

季度: 2.017070e+05  ,  金额: 2760.000000

季度: 2.017080e+05  ,  金额: 47440.000000

季度: 2.017090e+05  ,  金额: 140240.500000

季度: 2.017110e+05  ,  金额: 14878.000000

季度: 2.017120e+05  ,  金额: 63000.000000

季度: 2.018020e+05  ,  金额: 13600.000000

季度: 2.018030e+05  ,  金额: 108868.000000

季度: 2.018040e+05  ,  金额: 20000.000000

季度: 2.018050e+05  ,  金额: 2000.000000

季度: 2.018060e+05  ,  金额: 10627.500000

季度: 2.018070e+05  ,  金额: 231895.000000

季度: 2.018090e+05  ,  金额: 76506.000000

季度: 2.018120e+05  ,  金额: 329182.000000

季度: 2.019010e+05  ,  金额: 299947.000000

季度: 2.019030e+05  ,  金额: 215054.000000

季度: 2.019080e+05  ,  金额: 54721.000000

季度: 2.019110e+05  ,  金额: 41900.000000

季度: 2.020010e+05  ,  金额: 229991.000000

总流水交易额为: 2062533.000000, 总流水月平均交易额为: 89675.347826
