公司ID: E6


季度: 2.016120e+05  ,  金额: 4919927.420000

季度: 2.017010e+05  ,  金额: 18371763.700000

季度: 2.017020e+05  ,  金额: 241635.840000

季度: 2.017030e+05  ,  金额: 3306325.980000

季度: 2.017040e+05  ,  金额: 5192867.170000

季度: 2.017050e+05  ,  金额: 3799955.200000

季度: 2.017060e+05  ,  金额: 4815463.910000

季度: 2.017070e+05  ,  金额: 4578342.630000

季度: 2.017080e+05  ,  金额: 3909219.430000

季度: 2.017090e+05  ,  金额: 8335447.180000

季度: 2.017100e+05  ,  金额: 2207114.040000

季度: 2.017110e+05  ,  金额: 5333843.990000

季度: 2.017120e+05  ,  金额: 11503419.910000

季度: 2.018010e+05  ,  金额: 27233116.020000

季度: 2.018020e+05  ,  金额: 6998060.290000

季度: 2.018030e+05  ,  金额: 828921.620000

季度: 2.018040e+05  ,  金额: 5589438.990000

季度: 2.018050e+05  ,  金额: 13716740.690000

季度: 2.018060e+05  ,  金额: 9809112.350000

季度: 2.018070e+05  ,  金额: 16840448.450000

季度: 2.018080e+05  ,  金额: 28665098.140000

季度: 2.018090e+05  ,  金额: 14353106.010000

季度: 2.018100e+05  ,  金额: 12380303.630000

季度: 2.018110e+05  ,  金额: 10999848.420000

季度: 2.018120e+05  ,  金额: 16294971.480000

季度: 2.019010e+05  ,  金额: 19967207.420000

季度: 2.019020e+05  ,  金额: 323209.440000

季度: 2.019030e+05  ,  金额: 6757667.220000

季度: 2.019040e+05  ,  金额: 19904419.870000

季度: 2.019050e+05  ,  金额: 10743435.370000

季度: 2.019060e+05  ,  金额: 6248277.900000

季度: 2.019070e+05  ,  金额: 15749801.260000

季度: 2.019080e+05  ,  金额: 19578734.750000

季度: 2.019090e+05  ,  金额: 7785197.330000

季度: 2.019100e+05  ,  金额: 12015178.270000

季度: 2.019110e+05  ,  金额: 11052433.460000

季度: 2.019120e+05  ,  金额: 25486017.230000

总流水交易额为: 395836072.010000, 总流水月平均交易额为: 10698272.216486
