公司ID: E84


季度: 2.017010e+05  ,  金额: 241450.000000

季度: 2.017030e+05  ,  金额: 39648.600000

季度: 2.017040e+05  ,  金额: 456445.500000

季度: 2.017050e+05  ,  金额: 156281.250000

季度: 2.017060e+05  ,  金额: 285273.930000

季度: 2.017070e+05  ,  金额: 3465.000000

季度: 2.017080e+05  ,  金额: 144192.430000

季度: 2.017090e+05  ,  金额: 67461.000000

季度: 2.017100e+05  ,  金额: 31672.000000

季度: 2.017110e+05  ,  金额: 62800.000000

季度: 2.017120e+05  ,  金额: 140208.050000

季度: 2.018010e+05  ,  金额: 347325.000000

季度: 2.018020e+05  ,  金额: 289786.740000

季度: 2.018050e+05  ,  金额: 27918.900000

季度: 2.018060e+05  ,  金额: 70224.000000

季度: 2.018070e+05  ,  金额: 243694.250000

季度: 2.018080e+05  ,  金额: 211085.750000

季度: 2.018090e+05  ,  金额: 186490.000000

季度: 2.018100e+05  ,  金额: 197136.500000

季度: 2.018110e+05  ,  金额: 109763.850000

季度: 2.018120e+05  ,  金额: 224108.110000

季度: 2.019010e+05  ,  金额: 46467.880000

季度: 2.019030e+05  ,  金额: 253068.000000

季度: 2.019040e+05  ,  金额: 55203.800000

季度: 2.019050e+05  ,  金额: 39100.000000

季度: 2.019060e+05  ,  金额: 161190.000000

季度: 2.019070e+05  ,  金额: 135716.250000

季度: 2.019080e+05  ,  金额: 42510.000000

季度: 2.019100e+05  ,  金额: 466193.550000

季度: 2.019110e+05  ,  金额: 186850.410000

季度: 2.019120e+05  ,  金额: 477878.350000

季度: 2.020010e+05  ,  金额: 176296.250000

总流水交易额为: 5576905.350000, 总流水月平均交易额为: 174278.292187
