企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态 
E16,50186599,2017-4-5,A13910,311.32,18.68,330,有效发票 
E16,20691628,2017-6-9,A01647,3018.87,181.13,3200,有效发票 
E16,9429772,2017-6-15,A06188,1581.89,18.11,1600,有效发票 
E16,2242975,2017-6-20,A10286,2642.83,117.17,2760,有效发票 
E16,36049449,2017-9-4,A03624,264.15,15.85,280,有效发票 
E16,36049455,2017-9-4,A03624,169.81,10.19,180,有效发票 
E16,7325487,2017-9-30,A08260,1804.72,108.28,1913,有效发票 
E16,13938176,2017-12-18,A13305,13568.51,665.49,14234,有效发票 
E16,34033523,2018-3-19,A00370,273.5,46.5,320,有效发票 
E16,34382857,2018-4-4,A00370,136.75,23.25,160,有效发票 
E16,33047706,2018-4-5,A00370,98.29,16.71,115,有效发票 
E16,35302497,2018-4-5,A00370,407.71,69.31,477.02,有效发票 
E16,51086132,2018-4-6,A00884,252.14,42.86,295,有效发票 
E16,9957065,2018-4-17,A09240,3710.68,111.32,3822,有效发票 
E16,16356418,2018-4-17,A09241,2577.67,77.33,2655,有效发票 
E16,78448097,2018-4-25,A00370,436.76,74.24,511,有效发票 
E16,35803717,2018-4-28,A00370,170.94,29.06,200,有效发票 
E16,26598500,2018-5-7,A06821,147.15,14.72,161.87,有效发票 
E16,77977253,2018-5-16,A00370,258.62,41.38,300,有效发票 
E16,46417514,2018-5-19,A00618,384.48,61.52,446,有效发票 
E16,79912182,2018-5-22,A00370,237.92,38.08,276,有效发票 
E16,18846952,2018-5-29,A09240,3710.68,111.32,3822,有效发票 
E16,16356423,2018-5-29,A09241,2577.67,77.33,2655,有效发票 
E16,48727248,2018-5-30,A07483,462.07,73.93,536,有效发票 
E16,22758472,2018-6-6,A05954,409.48,65.52,475,有效发票 
E16,16070500,2018-6-11,A01647,5660.38,339.62,6000,有效发票 
E16,1995972,2018-6-14,A10286,3447.17,152.83,3600,有效发票 
E16,156938,2018-6-15,A06188,2915.09,84.91,3000,有效发票 
E16,74321774,2018-6-17,A00370,336.21,53.79,390,有效发票 
E16,2941680,2018-6-22,A00293,4026.82,173.18,4200,有效发票 
E16,27190907,2018-6-30,A06821,238.4,23.85,262.25,有效发票 
E16,73635039,2018-7-5,A00370,172.42,27.58,200,有效发票 
E16,21086646,2018-7-5,A06374,405.17,64.83,470,有效发票 
E16,79871462,2018-7-7,A00370,436.2,69.8,506,有效发票 
E16,79636419,2018-7-8,A00370,168.99,27.04,196.03,有效发票 
E16,4793792,2018-7-18,A07885,485.44,14.56,500,有效发票 
E16,4793793,2018-7-18,A07885,485.44,14.56,500,有效发票 
E16,71631602,2018-7-21,A00370,359.49,57.51,417,有效发票 
E16,4578865,2018-7-25,A07881,431.03,68.97,500,有效发票 
E16,4578862,2018-7-25,A07881,431.03,68.97,500,有效发票 
E16,72695447,2018-7-26,A00370,138.69,22.19,160.88,有效发票 
E16,4793803,2018-7-26,A07885,485.44,14.56,500,有效发票 
E16,5310383,2018-7-30,A08716,7889.32,236.68,8126,有效发票 
E16,4578884,2018-8-5,A07881,431.03,68.97,500,有效发票 
E16,4793814,2018-8-7,A07885,388.35,11.65,400,有效发票 
E16,37525306,2018-8-22,A00370,353.45,56.55,410,有效发票 
E16,38190373,2018-8-23,A00370,479.59,76.73,556.32,有效发票 
E16,4052798,2018-8-31,A07884,1120.69,179.31,1300,有效发票 
E16,38769092,2018-9-3,A00758,172.41,27.59,200,有效发票 
E16,18846964,2018-9-4,A09240,3710.68,111.32,3822,有效发票 
E16,16356438,2018-9-4,A09241,2577.67,77.33,2655,有效发票 
E16,95284446,2018-9-5,A00370,422.41,67.59,490,有效发票 
E16,53545680,2018-9-7,A00370,357.76,57.24,415,有效发票 
E16,29441730,2018-9-7,A13116,244.66,7.34,252,有效发票 
E16,95586076,2018-9-10,A00370,222.42,35.58,258,有效发票 
E16,96407551,2018-9-12,A00370,172.41,27.59,200,有效发票 
E16,95887080,2018-9-14,A00370,206.89,33.11,240,有效发票 
E16,94991271,2018-9-14,A00370,314.76,50.36,365.12,有效发票 
E16,33277447,2018-9-14,A07313,260.38,15.62,276,有效发票 
E16,947197,2018-9-15,A09920,485.44,14.56,500,有效发票 
E16,4631801,2018-9-16,A00569,289.66,46.34,336,有效发票 
E16,33220535,2018-9-16,A00618,400.86,64.14,465,有效发票 
E16,947199,2018-9-17,A09920,485.44,14.56,500,作废发票 
E16,2625145,2018-9-20,A07881,579.31,92.69,672,有效发票 
E16,29441905,2018-9-20,A13116,340.78,10.22,351,有效发票 
E16,95910962,2018-9-22,A00370,301.72,48.28,350,有效发票 
E16,2625153,2018-9-25,A07881,724.14,115.86,840,有效发票 
E16,2625154,2018-9-25,A07881,724.14,115.86,840,有效发票 
E16,52890186,2018-10-1,A00370,436.21,69.79,506,有效发票 
E16,39627090,2018-10-5,A00370,309.44,49.51,358.95,有效发票 
E16,96712573,2018-10-11,A00370,319.08,51.05,370.13,有效发票 
E16,96257146,2018-10-17,A00370,426.72,68.28,495,有效发票 
E16,38717716,2018-10-18,A00919,232.76,37.24,270,有效发票 
E16,53111093,2018-10-24,A00370,235.66,37.7,273.36,有效发票 
E16,4991879,2018-10-30,A07881,827.59,132.41,960,有效发票 
E16,4991877,2018-10-30,A07881,844.83,135.17,980,有效发票 
E16,96675602,2018-11-3,A00370,202.59,32.41,235,有效发票 
E16,4991891,2018-11-8,A07881,844.83,135.17,980,有效发票 
E16,4991893,2018-11-8,A07881,913.79,146.21,1060,有效发票 
E16,23290708,2018-11-10,A02980,2290.57,137.43,2428,有效发票 
E16,97993286,2018-11-11,A00370,119.71,19.15,138.86,有效发票 
E16,55428333,2018-11-11,A00370,204.31,32.69,237,有效发票 
