企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态 
E10,6872292,2017-1-6,A08037,1132.08,67.92,1200,有效发票 
E10,6888484,2017-2-16,A07242,3760,188,3948,有效发票 
E10,9253600,2017-3-13,A05430,533.98,16.02,550,有效发票 
E10,4868758,2017-3-20,A05449,9631.07,288.93,9920,有效发票 
E10,4868759,2017-3-20,A05449,9631.07,288.93,9920,有效发票 
E10,4868760,2017-3-20,A05449,9631.07,288.93,9920,有效发票 
E10,4868761,2017-3-20,A05449,9631.07,288.93,9920,有效发票 
E10,4868762,2017-3-20,A05449,9631.07,288.93,9920,有效发票 
E10,31065556,2017-3-24,A09718,9009.43,540.57,9550,有效发票 
E10,8124080,2017-4-12,A07735,4482.91,762.09,5245,有效发票 
E10,6455812,2017-4-19,A06673,28301.89,1698.11,30000,有效发票 
E10,8974890,2017-4-28,A01688,658.49,39.51,698,有效发票 
E10,51437668,2017-5-5,A13908,311.32,18.68,330,有效发票 
E10,962984,2017-6-2,A03699,87.38,2.62,90,有效发票 
E10,9437345,2017-6-2,A11259,679.25,40.75,720,有效发票 
E10,9553051,2017-6-6,A11259,9.43,0.57,10,有效发票 
E10,1189086,2017-6-16,A07171,1223.3,36.7,1260,有效发票 
E10,1566145,2017-6-16,A12357,4368.93,131.07,4500,有效发票 
E10,10754872,2017-6-19,A02008,196.12,5.88,202,有效发票 
E10,1416241,2017-6-20,A11259,16870.19,1012.21,17882.4,有效发票 
E10,1328099,2017-6-24,A01900,1992.23,59.77,2052,有效发票 
E10,1328100,2017-6-25,A01900,221.36,6.64,228,有效发票 
E10,6766084,2017-6-25,A06718,6603.77,396.23,7000,有效发票 
E10,6766085,2017-6-25,A06718,6603.77,396.23,7000,有效发票 
E10,6766086,2017-6-25,A06718,7373.58,442.42,7816,有效发票 
E10,9071729,2017-6-29,A03934,1080.19,64.81,1145,有效发票 
E10,759900,2017-7-1,A05445,145.63,4.37,150,有效发票 
E10,1200347,2017-7-2,A12090,364.15,21.85,386,有效发票 
E10,11380727,2017-7-3,A12050,1553.4,46.6,1600,作废发票 
E10,11380728,2017-7-3,A12050,1553.4,46.6,1600,有效发票 
E10,6003919,2017-7-3,A13394,427.35,72.65,500,有效发票 
E10,12311543,2017-7-4,A03622,1675.21,284.79,1960,有效发票 
E10,12570425,2017-7-4,A04878,485.44,14.56,500,有效发票 
E10,12570426,2017-7-4,A04878,484.47,14.53,499,有效发票 
E10,7120327,2017-7-5,A02284,170.94,29.06,200,有效发票 
E10,98355,2017-7-5,A12984,1110.26,188.74,1299,有效发票 
E10,3985743,2017-7-7,A04838,235.92,7.08,243,有效发票 
E10,6580037,2017-7-8,A06204,526.21,15.79,542,有效发票 
E10,7621083,2017-7-8,A09920,4098.05,122.95,4221,有效发票 
E10,321206,2017-7-9,A07735,1282.05,217.95,1500,有效发票 
