企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态 
E2,50137391,2017-1-4,A13902,311.32,18.68,330,有效发票 
E2,3397917,2017-1-5,A07242,3018.87,181.13,3200,有效发票 
E2,1803261,2017-1-6,A02568,3504.27,595.73,4100,有效发票 
E2,382888,2017-1-7,A03236,2507.69,426.31,2934,有效发票 
E2,2403108,2017-1-9,A09056,10256.41,1743.59,12000,有效发票 
E2,3382767,2017-1-10,A07883,48543.69,1456.31,50000,有效发票 
E2,690203,2017-1-10,A10196,683,0,683,有效发票 
E2,3183357,2017-1-11,A09180,1400.85,42.03,1442.88,作废发票 
E2,102239,2017-1-11,A13125,7233.01,216.99,7450,有效发票 
E2,5501808,2017-1-12,A03923,900000,0,900000,有效发票 
E2,5501809,2017-1-12,A03923,900000,0,900000,有效发票 
E2,5501810,2017-1-12,A03923,400000,0,400000,有效发票 
E2,5501811,2017-1-12,A03923,31428.57,1571.43,33000,有效发票 
E2,639125,2017-1-13,A08515,4487.18,762.82,5250,有效发票 
E2,639126,2017-1-13,A08515,4119.66,700.34,4820,有效发票 
E2,786285,2017-1-16,A00856,14716.04,882.96,15599,有效发票 
E2,181612,2017-1-16,A07365,138349.51,4150.49,142500,有效发票 
E2,9275533,2017-1-16,A09480,97900.97,2937.03,100838,有效发票 
E2,9275534,2017-1-16,A09480,77669.9,2330.1,80000,有效发票 
E2,9275535,2017-1-16,A09480,32038.83,961.17,33000,有效发票 
E2,1986094,2017-1-16,A11076,32038.84,961.16,33000,有效发票 
E2,22114,2017-1-17,A09434,14563.11,436.89,15000,有效发票 
E2,1476318,2017-1-18,A03388,6226.42,373.58,6600,有效发票 
E2,3851598,2017-1-18,A04606,291.26,8.74,300,有效发票 
E2,1018908,2017-1-18,A13239,5094.34,305.66,5400,有效发票 
E2,169729,2017-1-20,A00367,22709.52,3860.63,26570.15,有效发票 
E2,169730,2017-1-20,A00367,24040.41,4086.87,28127.28,有效发票 
E2,2328311,2017-1-23,A08470,94339.62,5660.38,100000,有效发票 
E2,2328312,2017-1-23,A08470,94339.62,5660.38,100000,有效发票 
E2,2328313,2017-1-23,A08470,94339.62,5660.38,100000,有效发票 
E2,2328314,2017-1-23,A08470,94339.62,5660.38,100000,有效发票 
E2,2328315,2017-1-23,A08470,64117.77,3847.07,67964.84,有效发票 
E2,3179471,2017-1-31,A06808,466.51,60.65,527.16,有效发票 
E2,135112,2017-2-3,A07230,3649.06,218.94,3868,有效发票 
E2,589401,2017-2-6,A10700,582.52,17.48,600,有效发票 
E2,7012301,2017-2-8,A02958,25305.66,1518.34,26824,有效发票 
E2,1803284,2017-2-12,A02568,7692.31,1307.69,9000,有效发票 
E2,6819948,2017-2-14,A00297,4167.89,250.08,4417.97,有效发票 
E2,6819949,2017-2-14,A00297,1132.08,67.92,1200,有效发票 
E2,6819950,2017-2-14,A00297,22435.01,1346.1,23781.11,有效发票 
E2,6819951,2017-2-14,A00297,660.38,39.62,700,有效发票 
E2,2600067,2017-2-14,A07244,94017.09,15982.91,110000,有效发票 
E2,477330,2017-2-16,A03310,943.4,56.6,1000,有效发票 
E2,4286105,2017-2-16,A09180,1579.81,47.39,1627.2,有效发票 
E2,1803291,2017-2-17,A02568,10085.47,1714.53,11800,有效发票 
E2,6277444,2017-2-17,A10746,15932.04,477.96,16410,有效发票 
E2,4286158,2017-2-20,A09180,1400.85,42.03,1442.88,有效发票 
E2,4290956,2017-2-21,A00367,19172.43,3259.3,22431.73,有效发票 
E2,2448768,2017-2-21,A06342,8679.24,520.76,9200,有效发票 
E2,477360,2017-2-22,A03310,471.7,28.3,500,有效发票 
E2,4147932,2017-2-22,A06608,3646.23,218.77,3865,有效发票 
E2,639137,2017-2-23,A08515,8525.64,1449.36,9975,有效发票 
E2,639138,2017-2-23,A08515,8141.03,1383.97,9525,有效发票 
E2,6768019,2017-2-27,A00297,3456.94,207.41,3664.35,有效发票 
E2,6768020,2017-2-27,A00297,3456.94,207.41,3664.35,有效发票 
E2,6768021,2017-2-27,A00297,3456.94,207.41,3664.35,有效发票 
E2,3179573,2017-2-28,A06808,540.04,70.21,610.25,有效发票 
E2,5432249,2017-3-1,A02555,456906.29,435.71,457342,有效发票 
E2,8205540,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205541,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205542,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205543,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205544,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205545,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205546,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205547,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205548,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205549,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205550,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205551,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205552,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205553,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205554,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205555,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205556,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205557,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205558,2017-3-1,A03562,9999,299.97,10298.97,有效发票 
E2,8205559,2017-3-1,A03562,4193.76,125.81,4319.57,有效发票 
E2,8880096,2017-3-3,A08156,615.38,104.62,720,有效发票 
E2,5950846,2017-3-3,A08515,7051.28,1198.72,8250,有效发票 
E2,5950847,2017-3-3,A08515,7051.28,1198.72,8250,有效发票 
E2,5950848,2017-3-3,A08515,2371.8,403.2,2775,有效发票 
E2,6294797,2017-3-7,A02495,94339.62,5660.38,100000,有效发票 
E2,6294798,2017-3-7,A02495,23584.91,1415.09,25000,有效发票 
E2,6712364,2017-3-7,A02741,219842.86,157.14,220000,有效发票 
E2,6712365,2017-3-7,A02741,64204.11,45.89,64250,有效发票 
E2,6712366,2017-3-7,A02741,14989.29,10.71,15000,有效发票 
E2,6712367,2017-3-7,A02741,256816.43,183.57,257000,有效发票 
E2,6712368,2017-3-7,A02741,253818.57,181.43,254000,有效发票 
E2,2969771,2017-3-7,A11048,29126.21,873.79,30000,有效发票 
E2,6768706,2017-3-9,A00297,5696.76,341.8,6038.56,有效发票 
E2,6768707,2017-3-9,A00297,5696.76,341.8,6038.56,有效发票 
E2,2600091,2017-3-9,A07244,91452.99,15547.01,107000,有效发票 
E2,2600092,2017-3-9,A07244,91452.99,15547.01,107000,有效发票 
E2,477419,2017-3-10,A03310,471.7,28.3,500,有效发票 
E2,5422059,2017-3-10,A03701,2051.28,348.72,2400,有效发票 
E2,2879241,2017-3-13,A07395,94.34,5.66,100,有效发票 
E2,5950852,2017-3-13,A08515,2307.69,392.31,2700,有效发票 
E2,4290204,2017-3-14,A04474,33506.8,5696.16,39202.96,有效发票 
E2,784272,2017-3-14,A07261,12000,0,12000,有效发票 
E2,4443446,2017-3-14,A10452,19487.18,3312.82,22800,有效发票 
E2,5677627,2017-3-16,A01603,471.7,28.3,500,有效发票 
E2,6359254,2017-3-16,A02547,66666.67,11333.33,78000,有效发票 
E2,6359255,2017-3-16,A02547,77777.78,13222.22,91000,有效发票 
E2,6359256,2017-3-16,A02547,77777.78,13222.22,91000,有效发票 
E2,477448,2017-3-16,A03310,943.4,56.6,1000,有效发票 
E2,2816167,2017-3-16,A07244,199829.06,33970.94,233800,有效发票 
E2,4443455,2017-3-16,A10452,175384.62,29815.38,205200,有效发票 
E2,242927,2017-3-16,A13125,3001.94,90.06,3092,有效发票 
E2,6768638,2017-3-17,A00297,6684.01,401.05,7085.06,有效发票 
E2,6768639,2017-3-17,A00297,1066.04,63.96,1130,有效发票 
E2,477451,2017-3-17,A03310,471.7,28.3,500,有效发票 
E2,6143242,2017-3-21,A02547,84615.38,14384.62,99000,作废发票 
E2,6143243,2017-3-21,A02547,84615.38,14384.62,99000,作废发票 
E2,5345834,2017-3-21,A02568,9358.97,1591.03,10950,作废发票 
E2,5345835,2017-3-21,A02568,9358.97,1591.03,10950,有效发票 
E2,4306760,2017-3-21,A09180,1377.09,41.31,1418.4,有效发票 
E2,3083354,2017-3-22,A00294,12531.88,751.9,13283.78,有效发票 
E2,3083355,2017-3-22,A00294,627.36,37.64,665,有效发票 
E2,4313060,2017-3-23,A00367,48822.23,8299.78,57122.01,有效发票 
E2,6143250,2017-3-23,A02547,76068.37,12931.63,89000,有效发票 
E2,6143251,2017-3-23,A02547,76068.37,12931.63,89000,有效发票 
E2,4124583,2017-3-23,A07965,51282.05,8717.95,60000,有效发票 
E2,5345838,2017-3-24,A02568,8000,1360,9360,有效发票 
E2,3835220,2017-3-24,A02926,14150.94,849.06,15000,有效发票 
E2,3746034,2017-3-24,A06729,51282.04,8717.96,60000,有效发票 
E2,3601174,2017-3-26,A13442,5589.74,950.26,6540,有效发票 
E2,8187121,2017-3-27,A02792,155293.1,73.9,155367,有效发票 
E2,8187123,2017-3-27,A02792,12474.05,5.95,12480,有效发票 
E2,483312,2017-3-27,A03310,471.7,28.3,500,有效发票 
E2,483313,2017-3-28,A03310,471.7,28.3,500,有效发票 
E2,7850029,2017-3-28,A08559,11965.81,2034.19,14000,有效发票 
E2,8104223,2017-3-29,A03923,800000,0,800000,有效发票 
E2,8104224,2017-3-29,A03923,11428.57,571.43,12000,有效发票 
E2,8104225,2017-3-29,A03923,200000,0,200000,有效发票 
E2,8104226,2017-3-29,A03923,2857.14,142.86,3000,有效发票 
E2,4313478,2017-3-31,A06808,1177.96,153.14,1331.1,有效发票 
E2,6143256,2017-4-5,A02547,495.73,84.27,580,有效发票 
E2,2834242,2017-4-6,A07244,113589.74,19310.26,132900,有效发票 
E2,8880099,2017-4-7,A08156,615.38,104.62,720,有效发票 
E2,5950863,2017-4-7,A08515,2012.82,342.18,2355,有效发票 
E2,7879666,2017-4-10,A07259,9708.74,291.26,10000,有效发票 
E2,7879667,2017-4-10,A07259,9708.74,291.26,10000,有效发票 
E2,7879668,2017-4-10,A07259,7766.99,233.01,8000,有效发票 
E2,7574613,2017-4-11,A00297,5837.37,350.25,6187.62,有效发票 
E2,7574614,2017-4-11,A00297,3467.62,208.04,3675.66,有效发票 
E2,483368,2017-4-11,A03310,500,30,530,有效发票 
E2,7574747,2017-4-13,A00297,5257.08,315.42,5572.5,有效发票 
E2,8187145,2017-4-13,A02792,77962.86,37.14,78000,有效发票 
E2,384646,2017-4-13,A07244,91452.99,15547.01,107000,有效发票 
E2,6305394,2017-4-14,A02568,3162.39,537.61,3700,有效发票 
E2,6305395,2017-4-14,A02568,3247.86,552.14,3800,有效发票 
E2,7162924,2017-4-17,A03340,1415.09,84.91,1500,有效发票 
E2,5950865,2017-4-17,A08515,1709.4,290.6,2000,有效发票 
E2,5958119,2017-4-18,A08470,56603.77,3396.23,60000,有效发票 
E2,589861,2017-4-18,A10700,145.63,4.37,150,有效发票 
E2,3085413,2017-4-19,A03018,1431.13,85.87,1517,有效发票 
E2,3866442,2017-4-19,A04609,97.09,2.91,100,有效发票 
E2,478626,2017-4-19,A07283,110679.61,3320.39,114000,有效发票 
E2,4138204,2017-4-20,A00012,177.36,10.64,188,有效发票 
E2,3085419,2017-4-20,A03018,1034.91,62.09,1097,有效发票 
E2,6807154,2017-4-21,A02678,3679.24,220.76,3900,有效发票 
E2,6517785,2017-4-22,A00367,47815.78,8128.69,55944.47,有效发票 
E2,5950866,2017-4-24,A08515,2119.66,360.34,2480,有效发票 
E2,5950867,2017-4-24,A08515,5384.62,915.38,6300,有效发票 
E2,5950868,2017-4-24,A08515,8076.92,1373.08,9450,有效发票 
E2,7887332,2017-4-25,A07027,443.4,26.6,470,有效发票 
E2,6514808,2017-4-25,A09180,1737.79,52.13,1789.92,有效发票 
E2,3866475,2017-4-26,A04609,97.09,2.91,100,有效发票 
E2,8272005,2017-4-26,A05495,543.4,32.6,576,有效发票 
E2,8353246,2017-4-27,A00856,943.4,56.6,1000,有效发票 
E2,5858602,2017-4-27,A02491,92377.36,22.64,92400,有效发票 
E2,3244117,2017-4-27,A02555,4368.93,131.07,4500,作废发票 
E2,3244118,2017-4-27,A02555,4368.93,131.07,4500,有效发票 
E2,1476457,2017-4-27,A03388,3396.23,203.77,3600,有效发票 
E2,6305409,2017-5-2,A02568,8717.95,1482.05,10200,有效发票 
E2,6305410,2017-5-2,A02568,7350.42,1249.58,8600,有效发票 
E2,7802753,2017-5-2,A08156,4384.62,745.38,5130,有效发票 
E2,11806741,2017-5-3,A08515,3205.13,544.87,3750,有效发票 
E2,11806742,2017-5-3,A08515,1794.88,305.12,2100,有效发票 
E2,11806743,2017-5-3,A08515,1068.38,181.62,1250,有效发票 
E2,3403266,2017-5-4,A03812,7641.51,458.49,8100,有效发票 
E2,7574788,2017-5-9,A00297,11015.96,660.98,11676.94,有效发票 
E2,7574789,2017-5-9,A00297,3631.16,217.86,3849.02,有效发票 
E2,7574790,2017-5-9,A00297,2639.86,158.37,2798.23,有效发票 
E2,7574791,2017-5-9,A00297,2688.6,161.32,2849.92,有效发票 
E2,283300,2017-5-9,A07244,443418.8,75381.2,518800,有效发票 
E2,5789367,2017-5-9,A08124,95723.49,16273.01,111996.5,作废发票 
E2,11806748,2017-5-9,A08515,2350.42,399.58,2750,有效发票 
E2,5789368,2017-5-10,A08124,94480.35,16061.65,110542,有效发票 
E2,5789369,2017-5-10,A08124,95723.49,16273.01,111996.5,有效发票 
E2,3476257,2017-5-10,A08124,95723.49,16273.01,111996.5,有效发票 
E2,3476258,2017-5-10,A08124,95723.49,16273.01,111996.5,有效发票 
E2,3476259,2017-5-10,A08124,95723.49,16273.01,111996.5,有效发票 
E2,3476260,2017-5-10,A08124,95723.49,16273.01,111996.5,有效发票 
E2,3476261,2017-5-10,A08124,95723.49,16273.01,111996.5,有效发票 
E2,3476262,2017-5-10,A08124,95723.49,16273.01,111996.5,有效发票 
E2,3476263,2017-5-10,A08124,95723.49,16273.01,111996.5,有效发票 
E2,3425910,2017-5-11,A08124,95723.49,16273.01,111996.5,有效发票 
E2,3425911,2017-5-11,A08124,95723.49,16273.01,111996.5,有效发票 
E2,3425912,2017-5-11,A08124,95723.49,16273.01,111996.5,有效发票 
E2,3425913,2017-5-11,A08124,95723.49,16273.01,111996.5,有效发票 
E2,11806749,2017-5-16,A08515,2991.45,508.55,3500,有效发票 
E2,352631,2017-5-18,A07244,325641.03,55358.97,381000,作废发票 
E2,6473613,2017-5-19,A02904,40566.04,2433.96,43000,有效发票 
E2,11806750,2017-5-19,A08515,4782.05,812.95,5595,有效发票 
E2,184271,2017-5-24,A02178,9825.24,294.76,10120,有效发票 
E2,5670717,2017-5-24,A05331,47169.81,2830.19,50000,有效发票 
E2,6540910,2017-5-25,A00367,43786.94,7443.78,51230.72,有效发票 
E2,1004026,2017-5-25,A02568,3803.42,646.58,4450,有效发票 
E2,11427121,2017-5-25,A06729,90564.08,15395.92,105960,有效发票 
E2,11427122,2017-5-25,A06729,91786.33,15603.67,107390,有效发票 
E2,11427123,2017-5-25,A06729,86991.45,14788.55,101780,有效发票 
E2,11427124,2017-5-25,A06729,81085.47,13784.53,94870,有效发票 
E2,7584224,2017-5-26,A00297,11015.96,660.98,11676.94,有效发票 
E2,6184210,2017-5-26,A00317,4786.49,287.18,5073.67,有效发票 
E2,283401,2017-5-26,A07244,443418.8,75381.2,518800,有效发票 
E2,4313682,2017-5-31,A06808,1400.18,182.02,1582.2,有效发票 
E2,11806752,2017-6-1,A08515,8333.33,1416.67,9750,有效发票 
E2,11806753,2017-6-1,A08515,8299.14,1410.86,9710,有效发票 
E2,17946770,2017-6-2,A05617,375.47,22.53,398,有效发票 
E2,430593,2017-6-5,A02407,6603.77,396.23,7000,有效发票 
E2,9052823,2017-6-5,A02792,61590.71,29.29,61620,有效发票 
E2,1799100,2017-6-5,A08515,1709.4,290.6,2000,有效发票 
E2,1585977,2017-6-8,A03623,1113.21,66.79,1180,作废发票 
