企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态 
E14,04701039,2017-1-3,A00342,20091.97,3415.65,23507.62,作废发票 
E14,04701040,2017-1-3,A00342,20092.3,3415.71,23508.01,有效发票 
E14,02503574,2017-1-3,A07225,90090.09,9909.91,100000.0,作废发票 
E14,02503575,2017-1-3,A07225,90090.09,9909.91,100000.0,有效发票 
E14,02503576,2017-1-3,A07225,42819.82,4710.18,47530.0,作废发票 
E14,02503577,2017-1-3,A07225,42819.82,4710.18,47530.0,有效发票 
E14,02503578,2017-1-3,A07225,90090.09,9909.91,100000.0,有效发票 
E14,02503579,2017-1-3,A07225,90090.09,9909.91,100000.0,有效发票 
E14,02503580,2017-1-3,A07225,90090.09,9909.91,100000.0,作废发票 
E14,02503581,2017-1-3,A07225,49333.33,5426.67,54760.0,作废发票 
E14,03793472,2017-1-3,A07313,581.2,98.8,680.0,有效发票 
E14,02553727,2017-1-3,A07346,1055.56,179.44,1235.0,有效发票 
E14,00000404,2017-1-3,A09437,58058.25,1741.75,59800.0,有效发票 
E14,01153345,2017-1-3,A12782,9102.56,1547.44,10650.0,有效发票 
E14,01153346,2017-1-3,A12782,8425.15,1432.25,9857.4,有效发票 
E14,01153347,2017-1-3,A12782,8817.44,1498.96,10316.4,作废发票 
E14,01153348,2017-1-3,A12782,3603.25,612.55,4215.8,作废发票 
E14,01153349,2017-1-3,A12782,3603.25,612.55,4215.8,作废发票 
E14,01153350,2017-1-3,A12782,5047.69,858.11,5905.8,作废发票 
E14,01153351,2017-1-3,A12782,5047.69,858.11,5905.8,有效发票 
E14,05806150,2017-1-4,A03431,73261.53,12454.47,85716.0,有效发票 
E14,06509386,2017-1-4,A05814,10871.8,1848.2,12720.0,有效发票 
E14,01973917,2017-1-4,A06378,11089.74,1885.26,12975.0,有效发票 
E14,01952285,2017-1-4,A06673,46487.18,7902.82,54390.0,有效发票 
E14,02503584,2017-1-4,A07225,70324.32,7735.68,78060.0,有效发票 
E14,04683022,2017-1-4,A07368,10189.75,1732.25,11922.0,有效发票 
E14,01685169,2017-1-4,A08647,30064.1,5110.9,35175.0,作废发票 
E14,00626957,2017-1-4,A10036,943.4,56.6,1000.0,有效发票 
E14,00626958,2017-1-4,A10036,2631.13,157.87,2789.0,有效发票 
E14,04936125,2017-1-5,A03053,9901.69,1683.31,11585.0,有效发票 
E14,03018421,2017-1-5,A03310,2676.92,455.08,3132.0,有效发票 
E14,00050249,2017-1-5,A07250,10717.48,321.52,11039.0,有效发票 
E14,01685170,2017-1-5,A08647,30064.1,5110.9,35175.0,有效发票 
E14,00897910,2017-1-5,A13732,1409.71,42.29,1452.0,有效发票 
E14,03126516,2017-1-6,A06836,2076.92,353.08,2430.0,有效发票 
E14,02262018,2017-1-6,A08430,1282.05,217.95,1500.0,有效发票 
E14,04938384,2017-1-6,A08541,5294.87,900.13,6195.0,有效发票 
E14,04712582,2017-1-8,A08895,2459.82,418.18,2878.0,有效发票 
E14,00499977,2017-1-9,A02295,984.62,167.38,1152.0,有效发票 
E14,03774377,2017-1-9,A03889,7050.0,423.0,7473.0,有效发票 
E14,00184165,2017-1-9,A06004,63.88,3.84,67.72,有效发票 
E14,00184166,2017-1-9,A06004,352.35,21.15,373.5,有效发票 
E14,04560332,2017-1-9,A06668,26444.35,4495.53,30939.88,有效发票 
E14,03397974,2017-1-9,A07242,396.23,23.77,420.0,有效发票 
E14,02249539,2017-1-9,A07626,4358.97,741.03,5100.0,有效发票 
E14,02249546,2017-1-9,A07626,2179.49,370.51,2550.0,有效发票 
E14,02057604,2017-1-9,A08515,5145.55,874.75,6020.3,有效发票 
E14,03101210,2017-1-9,A09168,90040.12,15306.78,105346.9,有效发票 
E14,00514472,2017-1-9,A09421,51282.05,8717.95,60000.0,有效发票 
E14,01153353,2017-1-9,A12782,8817.44,1498.96,10316.4,有效发票 
E14,04484016,2017-1-9,A12820,84173.6,14309.5,98483.1,有效发票 
E14,04942858,2017-1-10,A07883,2745.3,466.7,3212.0,有效发票 
E14,03036884,2017-1-11,A00791,994.01,59.64,1053.65,有效发票 
E14,01357381,2017-1-11,A06608,83.02,4.98,88.0,有效发票 
E14,01357382,2017-1-11,A06608,3845.28,230.72,4076.0,有效发票 
E14,03126525,2017-1-11,A06836,777.79,132.21,910.0,有效发票 
E14,01236343,2017-1-11,A07555,15311.97,2603.03,17915.0,有效发票 
E14,01587471,2017-1-11,A08349,4230.77,719.23,4950.0,有效发票 
E14,01951187,2017-1-11,A09478,20701.71,3519.29,24221.0,有效发票 
E14,02697669,2017-1-11,A09656,15129.91,2572.09,17702.0,有效发票 
E14,00786194,2017-1-12,A00856,69292.45,4157.55,73450.0,有效发票 
