企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态 
E77,50168704,2017-2-13,A13948,311.32,18.68,330,有效发票 
E77,5689087,2017-3-22,A06994,76415.09,4584.91,81000,有效发票 
E77,5689089,2017-3-22,A06994,81081.08,8918.92,90000,有效发票 
E77,5689090,2017-3-22,A06994,38207.55,2292.45,40500,有效发票 
E77,2028480,2017-6-29,A06994,38207.55,2292.45,40500,有效发票 
E77,3298619,2017-12-29,A06994,90515.04,9484.96,100000,有效发票 
E77,35201218,2018-1-4,A03624,169.81,10.19,180,有效发票 
E77,9982049,2018-1-22,A02553,1618.8,275.2,1894,作废发票 
E77,9982155,2018-1-26,A02553,1789.74,304.26,2094,有效发票 
E77,9982210,2018-1-28,A02553,427.35,72.65,500,有效发票 
E77,22122461,2018-9-14,A08077,267.24,42.76,310,有效发票 
E77,4757231,2018-10-3,A13116,846.6,25.4,872,有效发票 
E77,6878557,2018-10-11,A07242,310.34,49.66,360,有效发票 
E77,27735522,2018-10-14,A06372,574.14,91.86,666,有效发票 
E77,42866428,2018-10-19,A13116,145.63,4.37,150,有效发票 
E77,30837044,2018-10-25,A06372,543.1,86.9,630,有效发票 
E77,30692638,2018-11-4,A06372,538.78,86.22,625,有效发票 
E77,25489973,2018-11-4,A08648,671.7,40.3,712,有效发票 
E77,61931426,2018-11-12,A03626,264.15,15.85,280,有效发票 
E77,30697474,2018-11-12,A06372,509.48,81.52,591,有效发票 
E77,30886124,2018-11-22,A06372,443.96,71.04,515,有效发票 
E77,3296965,2018-11-22,A06994,93241.85,5758.15,99000,有效发票 
E77,5259644,2018-11-23,A11652,644.83,103.17,748,有效发票 
E77,43091866,2018-11-27,A07756,262.93,42.07,305,有效发票 
E77,30858075,2018-12-1,A06372,344.82,55.18,400,有效发票 
E77,19217097,2018-12-5,A06994,9433.96,566.04,10000,有效发票 
E77,19217098,2018-12-5,A06994,12735.85,764.15,13500,有效发票 
E77,19217099,2018-12-5,A06994,16037.74,962.26,17000,有效发票 
E77,30713852,2018-12-10,A06372,450,72,522,有效发票 
E77,46706962,2018-12-13,A07756,219.83,35.17,255,有效发票 
E77,30868223,2018-12-18,A06372,405.17,64.83,470,有效发票 
E77,30719413,2018-12-19,A06372,495.69,79.31,575,有效发票 
E77,46708811,2018-12-22,A07756,224.14,35.86,260,有效发票 
E77,55758262,2019-1-2,A00370,469.83,75.17,545,有效发票 
E77,19217120,2019-1-17,A06994,56818.18,5681.82,62500,有效发票 
E77,52159685,2019-1-19,A07756,241.38,38.62,280,有效发票 
E77,30954888,2019-1-22,A06372,521.54,83.46,605,有效发票 
E77,43192577,2019-1-26,A08652,3540.57,212.43,3753,有效发票 
E77,19217126,2019-1-29,A06994,46380.79,3619.21,50000,有效发票 
E77,61062858,2019-2-5,A08652,544.34,32.66,577,有效发票 
E77,55828304,2019-2-15,A02393,534.48,85.52,620,有效发票 
E77,52077637,2019-2-22,A07756,250,40,290,有效发票 
E77,52079036,2019-3-2,A07756,241.38,38.62,280,有效发票 
E77,49331724,2019-4-5,A08652,718.87,43.13,762,有效发票 
E77,92973955,2019-4-17,A07756,269.91,35.09,305,有效发票 
E77,92977310,2019-5-1,A07756,274.34,35.66,310,有效发票 
E77,1607760,2019-5-23,A06730,1732.74,225.26,1958,有效发票 
E77,849094,2019-6-1,A07756,270.8,35.2,306,有效发票 
E77,2702069,2019-6-20,A07756,212.39,27.61,240,有效发票 
E77,4708445,2019-6-28,A06994,76415.09,4584.91,81000,有效发票 
E77,36124419,2019-12-4,A06730,7699.12,1000.88,8700,有效发票 
E77,12986916,2019-12-31,A06994,56603.77,3396.23,60000,有效发票 
E77,2155198,2020-1-8,A06994,19811.32,1188.68,21000,有效发票 
E77,2155199,2020-1-8,A06994,9174.31,825.69,10000,有效发票 
