企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态 
E45,13703515,2017-8-12,A00908,170.94,29.06,200.0,有效发票 
E45,03650171,2017-8-17,A00882,239.32,40.68,280.0,有效发票 
E45,00638152,2017-9-10,A11805,281.55,8.45,290.0,有效发票 
E45,12186699,2017-9-11,A03615,281.13,16.87,298.0,有效发票 
E45,01346766,2017-9-12,A12020,433.96,26.04,460.0,有效发票 
E45,16961615,2017-9-20,A00883,170.94,29.06,200.0,有效发票 
E45,01054142,2017-9-21,A12020,216.98,13.02,230.0,有效发票 
E45,00326698,2017-9-22,A05309,674.76,20.24,695.0,有效发票 
E45,00650616,2017-9-22,A12030,252.83,15.17,268.0,有效发票 
E45,21559154,2017-9-27,A05430,638.83,19.17,658.0,有效发票 
E45,36464373,2017-10-17,A03624,169.81,10.19,180.0,有效发票 
E45,01574666,2017-10-20,A03290,435.09,44.91,480.0,有效发票 
E45,49849968,2017-10-30,A08474,2830.19,169.81,3000.0,有效发票 
E45,01836870,2017-11-10,A06993,51282.05,8717.95,60000.0,有效发票 
E45,25532999,2017-11-11,A06549,170.94,29.06,200.0,有效发票 
E45,02893843,2017-11-14,A05430,85470.09,14529.91,100000.0,有效发票 
E45,02893844,2017-11-14,A05430,85470.09,14529.91,100000.0,有效发票 
E45,24217279,2017-11-15,A13116,407.77,12.23,420.0,有效发票 
E45,25175667,2017-11-22,A05430,341.88,58.12,400.0,有效发票 
E45,02399259,2017-11-24,A05430,85470.09,14529.91,100000.0,有效发票 
E45,25177065,2017-11-29,A05430,341.88,58.12,400.0,有效发票 
E45,02880535,2017-12-4,A07463,700.85,119.15,820.0,有效发票 
E45,28150980,2017-12-6,A13116,353.4,10.6,364.0,有效发票 
E45,01779809,2017-12-6,A13239,943.4,56.6,1000.0,有效发票 
E45,01779810,2017-12-6,A13239,9031.81,541.91,9573.72,有效发票 
E45,03691876,2017-12-13,A05430,85470.09,14529.91,100000.0,有效发票 
E45,06877541,2017-12-14,A03219,97165.1,16518.06,113683.16,有效发票 
E45,06877542,2017-12-14,A03219,80641.03,13708.97,94350.0,有效发票 
E45,06877543,2017-12-14,A03219,56954.07,9682.19,66636.26,有效发票 
E45,06605465,2017-12-18,A05430,95740.17,16275.83,112016.0,有效发票 
E45,06605466,2017-12-18,A05430,67560.68,11485.32,79046.0,作废发票 
E45,16704646,2017-12-19,A09958,293.2,8.8,302.0,有效发票 
E45,03699181,2017-12-22,A05430,85470.09,14529.91,100000.0,有效发票 
E45,09368395,2017-12-22,A05460,363.11,10.89,374.0,有效发票 
E45,41430374,2017-12-22,A08474,2830.19,169.81,3000.0,有效发票 
E45,07696282,2017-12-23,A03219,93849.57,15954.43,109804.0,有效发票 
E45,07696283,2017-12-23,A03219,93914.53,15965.47,109880.0,有效发票 
E45,07707317,2017-12-27,A03219,85846.15,14593.85,100440.0,有效发票 
E45,07707318,2017-12-27,A03219,98492.31,16743.69,115236.0,有效发票 
E45,07707319,2017-12-27,A03219,98088.89,16675.11,114764.0,有效发票 
E45,28187797,2018-1-2,A13116,513.21,30.79,544.0,有效发票 
E45,03545059,2018-1-5,A05891,341.88,58.12,400.0,有效发票 
E45,28187868,2018-1-7,A13116,141.51,8.49,150.0,有效发票 
E45,04785259,2018-1-9,A02497,85470.09,14529.91,100000.0,有效发票 
E45,22071888,2018-1-13,A07022,170.94,29.06,200.0,有效发票 
E45,03545505,2018-1-18,A05891,341.88,58.12,400.0,有效发票 
E45,43396225,2018-1-18,A09958,212.62,6.38,219.0,有效发票 
E45,25200473,2018-1-20,A05471,463.11,13.89,477.0,有效发票 
E45,03311142,2018-1-20,A05891,390.6,66.4,457.0,有效发票 
E45,02657716,2018-2-10,A02497,85384.62,14515.38,99900.0,有效发票 
E45,02657717,2018-2-10,A02497,85555.56,14544.44,100100.0,有效发票 
E45,03549170,2018-2-10,A05891,371.79,63.21,435.0,有效发票 
E45,03549178,2018-2-10,A05891,256.41,43.59,300.0,有效发票 
E45,51188365,2018-2-10,A11845,284.47,8.53,293.0,有效发票 
E45,17544715,2018-2-13,A05444,679.61,20.39,700.0,有效发票 
E45,21558212,2018-2-15,A05430,145.3,24.7,170.0,有效发票 
E45,04330780,2018-2-21,A05891,170.94,29.06,200.0,有效发票 
E45,03313932,2018-2-23,A05891,341.88,58.12,400.0,有效发票 
E45,25361718,2018-2-23,A13655,523.3,15.7,539.0,有效发票 
E45,03579489,2018-2-24,A05891,333.33,56.67,390.0,有效发票 
E45,30186174,2018-2-26,A07702,238.83,7.17,246.0,有效发票 
E45,28441720,2018-2-26,A13116,163.11,4.89,168.0,作废发票 
E45,46119871,2018-3-3,A05430,170.94,29.06,200.0,有效发票 
E45,47689474,2018-3-5,A08055,458.25,13.75,472.0,有效发票 
E45,47653420,2018-3-5,A12761,256.41,43.59,300.0,有效发票 
E45,45756061,2018-3-8,A02708,228.16,6.84,235.0,有效发票 
E45,46120652,2018-3-8,A05430,85.47,14.53,100.0,有效发票 
E45,86881593,2018-3-9,A00370,170.94,29.06,200.0,有效发票 
E45,04323429,2018-3-10,A05579,388.35,11.65,400.0,有效发票 
E45,87593495,2018-3-11,A00370,170.94,29.06,200.0,有效发票 
E45,40542417,2018-3-11,A02382,170.94,29.06,200.0,有效发票 
E45,03585658,2018-3-11,A05891,256.41,43.59,300.0,有效发票 
E45,03585659,2018-3-11,A05891,324.79,55.21,380.0,有效发票 
E45,50252578,2018-3-11,A13778,230.1,6.9,237.0,有效发票 
E45,46121514,2018-3-13,A05430,256.41,43.59,300.0,有效发票 
E45,47654776,2018-3-14,A12761,256.41,43.59,300.0,有效发票 
E45,43149624,2018-3-15,A09028,335.92,10.08,346.0,有效发票 
E45,27254483,2018-3-16,A06784,801.89,48.11,850.0,有效发票 
E45,49884757,2018-3-16,A07412,170.94,29.06,200.0,有效发票 
E45,17967401,2018-3-18,A02284,170.94,29.06,200.0,有效发票 
E45,32926788,2018-3-19,A00370,256.41,43.59,300.0,有效发票 
E45,49777024,2018-3-19,A05446,303.88,9.12,313.0,有效发票 
E45,43926287,2018-3-20,A00883,209.4,35.6,245.0,有效发票 
E45,32425404,2018-3-20,A02263,412.62,12.38,425.0,有效发票 
E45,35390472,2018-3-21,A00370,170.94,29.06,200.0,有效发票 
E45,12167177,2018-3-21,A03123,347.17,20.83,368.0,有效发票 
E45,46134168,2018-3-24,A05954,170.94,29.06,200.0,有效发票 
E45,48358825,2018-3-25,A09180,256.41,43.59,300.0,有效发票 
E45,47766291,2018-3-26,A06874,488.69,29.32,518.01,有效发票 
E45,02991614,2018-3-26,A07368,70179.49,11930.51,82110.0,有效发票 
E45,02991615,2018-3-26,A07368,34149.57,5805.43,39955.0,有效发票 
E45,32536665,2018-3-27,A00370,170.94,29.06,200.0,有效发票 
E45,03771235,2018-3-28,A05891,256.41,43.59,300.0,有效发票 
E45,13241443,2018-3-28,A12761,85.47,14.53,100.0,有效发票 
E45,49777037,2018-3-29,A05446,133.98,4.02,138.0,有效发票 
E45,46151684,2018-3-31,A05430,256.41,43.59,300.0,有效发票 
E45,34577486,2018-4-1,A00370,170.94,29.06,200.0,有效发票 
E45,37340291,2018-4-3,A03440,341.88,58.12,400.0,有效发票 
E45,37796120,2018-4-3,A11585,598.06,17.94,616.0,有效发票 
E45,45279317,2018-4-4,A02953,380.34,64.66,445.0,有效发票 
E45,49781464,2018-4-4,A05425,806.8,24.2,831.0,有效发票 
E45,13254466,2018-4-4,A07483,256.41,43.59,300.0,有效发票 
E45,18097009,2018-4-4,A13557,346.0,0.0,346.0,有效发票 
E45,11378283,2018-4-4,A13576,815.53,24.47,840.0,有效发票 
E45,46152685,2018-4-6,A05430,170.94,29.06,200.0,有效发票 
E45,46152742,2018-4-7,A05430,411.11,69.89,481.0,有效发票 
E45,49773291,2018-4-7,A09111,289.32,8.68,298.0,有效发票 
E45,46153149,2018-4-9,A05430,256.41,43.59,300.0,有效发票 
E45,08657247,2018-4-9,A07368,31173.78,5299.53,36473.31,作废发票 
E45,02991646,2018-4-9,A07368,31173.78,5299.53,36473.31,有效发票 
E45,11985987,2018-4-9,A13116,776.7,23.3,800.0,有效发票 
E45,11985988,2018-4-9,A13116,260.19,7.81,268.0,有效发票 
E45,32639018,2018-4-11,A00370,303.42,51.58,355.0,有效发票 
E45,12522170,2018-4-11,A02976,354.37,10.63,365.0,有效发票 
E45,78095720,2018-4-12,A00370,247.86,42.14,290.0,有效发票 
E45,46153576,2018-4-12,A05430,362.39,61.61,424.0,有效发票 
E45,49781776,2018-4-12,A05469,122.33,3.67,126.0,有效发票 
E45,02991677,2018-4-13,A07368,89878.63,15279.37,105158.0,有效发票 
E45,02991678,2018-4-13,A07368,92957.27,15802.73,108760.0,有效发票 
E45,02991679,2018-4-13,A07368,63263.9,10754.86,74018.76,有效发票 
E45,04337990,2018-4-14,A05891,256.41,43.59,300.0,有效发票 
E45,13470710,2018-4-19,A13557,1124.27,33.73,1158.0,有效发票 
E45,50432894,2018-4-23,A00609,341.88,58.12,400.0,有效发票 
E45,05238342,2018-5-3,A05891,387.93,62.07,450.0,有效发票 
E45,31503540,2018-5-3,A08652,27228.3,1633.7,28862.0,有效发票 
E45,35070025,2018-5-12,A00370,172.42,27.58,200.0,有效发票 
E45,15479040,2018-5-12,A13670,785.44,23.56,809.0,有效发票 
E45,42585598,2018-5-15,A12054,388.35,11.65,400.0,有效发票 
E45,23896829,2018-5-17,A12761,172.41,27.59,200.0,有效发票 
E45,05963558,2018-5-18,A02497,86371.55,13819.45,100191.0,有效发票 
E45,76928878,2018-5-22,A00370,321.55,51.45,373.0,有效发票 
E45,02681919,2018-5-22,A05430,68965.52,11034.48,80000.0,有效发票 
E45,11028550,2018-5-23,A00562,344.83,55.17,400.0,有效发票 
E45,06988122,2018-5-23,A01237,133.98,4.02,138.0,有效发票 
E45,22728776,2018-5-24,A00585,86.21,13.79,100.0,有效发票 
E45,51105125,2018-5-24,A00884,344.83,55.17,400.0,有效发票 
E45,51423944,2018-5-24,A03346,627.18,18.82,646.0,有效发票 
E45,02679789,2018-5-24,A05430,38615.52,6178.48,44794.0,有效发票 
E45,37124390,2018-5-26,A00698,288.79,46.21,335.0,有效发票 
E45,22715146,2018-5-26,A05430,344.83,55.17,400.0,有效发票 
E45,00350285,2018-5-26,A07368,99931.03,15988.97,115920.0,有效发票 
E45,00350286,2018-5-26,A07368,99931.03,15988.97,115920.0,有效发票 
E45,23898496,2018-5-29,A12761,172.41,27.59,200.0,有效发票 
E45,80356575,2018-5-30,A00370,258.61,41.39,300.0,有效发票 
E45,05963627,2018-5-30,A02497,26480.0,4236.8,30716.8,作废发票 
E45,05963628,2018-5-30,A02497,26507.59,4241.21,30748.8,有效发票 
E45,22715759,2018-5-30,A05430,344.83,55.17,400.0,有效发票 
E45,79579297,2018-5-31,A00370,86.21,13.79,100.0,有效发票 
E45,29996478,2018-6-2,A08973,256.9,41.1,298.0,有效发票 
E45,05963637,2018-6-4,A02497,86208.62,13793.38,100002.0,有效发票 
E45,21517493,2018-6-4,A07157,970.87,29.13,1000.0,有效发票 
E45,21517494,2018-6-4,A07157,416.5,12.5,429.0,有效发票 
E45,48728328,2018-6-5,A07483,232.76,37.24,270.0,有效发票 
E45,16890665,2018-6-9,A05964,172.41,27.59,200.0,有效发票 
E45,29998436,2018-6-9,A08973,260.34,41.66,302.0,有效发票 
E45,29999048,2018-6-11,A08973,172.41,27.59,200.0,有效发票 
E45,22768191,2018-6-12,A05430,344.83,55.17,400.0,有效发票 
E45,84503999,2018-6-14,A02282,314.65,50.35,365.0,有效发票 
E45,83815544,2018-6-14,A08474,377.35,22.65,400.0,有效发票 
E45,79690449,2018-6-15,A00370,275.86,44.14,320.0,有效发票 
E45,74319194,2018-6-15,A00370,258.8,41.4,300.2,有效发票 
E45,30116267,2018-6-17,A08973,248.28,39.72,288.0,有效发票 
E45,76988824,2018-6-18,A00370,172.41,27.59,200.0,有效发票 
E45,05963675,2018-6-19,A02497,67241.38,10758.62,78000.0,有效发票 
E45,05963676,2018-6-19,A02497,62068.97,9931.03,72000.0,有效发票 
E45,74916928,2018-6-21,A00370,163.79,26.21,190.0,有效发票 
E45,01837352,2018-6-21,A03126,43103.41,6896.54,49999.95,有效发票 
