企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态 
E18,3003110,2016-12-1,A11623,25982.91,4417.09,30400,有效发票 
E18,31084613,2016-12-7,A08111,9689.32,290.68,9980,有效发票 
E18,31084614,2016-12-7,A08111,8640.78,259.22,8900,有效发票 
E18,31084612,2016-12-7,A08111,9689.32,290.68,9980,有效发票 
E18,31084592,2016-12-7,A08521,9699.03,290.97,9990,有效发票 
E18,31084593,2016-12-7,A08521,9699.03,290.97,9990,有效发票 
E18,31084594,2016-12-7,A08521,9699.03,290.97,9990,有效发票 
E18,6859192,2016-12-12,A02526,72232.06,12279.45,84511.51,有效发票 
E18,7065702,2016-12-12,A02526,85470.09,14529.91,100000,有效发票 
E18,7065704,2016-12-12,A02526,85470.09,14529.91,100000,有效发票 
E18,2564747,2016-12-12,A02691,85470.09,14529.91,100000,有效发票 
E18,31084618,2016-12-21,A08111,9708.74,291.26,10000,有效发票 
E18,31084615,2016-12-21,A08111,9708.74,291.26,10000,有效发票 
E18,31084616,2016-12-21,A08111,9708.74,291.26,10000,有效发票 
E18,31084617,2016-12-21,A08111,9708.74,291.26,10000,有效发票 
E18,1817666,2016-12-22,A10364,370048.54,11101.46,381150,有效发票 
E18,5354976,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354960,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354969,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354970,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354971,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354972,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354973,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354977,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354978,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354957,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354958,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354959,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354974,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354975,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354954,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354955,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354956,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354961,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354962,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354963,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354964,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354965,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354966,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354967,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5354968,2016-12-24,A13116,9902.91,297.09,10200,有效发票 
E18,5452796,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452786,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452787,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452788,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452789,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452790,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452793,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452797,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452798,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452799,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452785,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452791,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452792,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452794,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5452795,2016-12-28,A13116,9902.91,297.09,10200,有效发票 
E18,5494862,2016-12-29,A08111,97087.38,2912.62,100000,有效发票 
E18,5494863,2016-12-29,A08111,97087.38,2912.62,100000,有效发票 
