企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态 
E108,26318605,2017-12-9,A05052,37.61,6.39,44,有效发票 
E108,27900058,2018-3-28,A08275,218,0,218,有效发票 
E108,31503140,2018-4-22,A08652,189.62,11.38,201,有效发票 
E108,19765155,2018-4-30,A06941,875.21,148.79,1024,有效发票 
E108,18197295,2018-5-12,A07555,194.17,5.83,200,有效发票 
E108,12130600,2018-5-13,A08806,865.52,138.48,1004,有效发票 
E108,555211,2018-5-15,A06470,86.84,13.89,100.73,有效发票 
E108,48583264,2018-5-22,A06420,68.93,2.07,71,有效发票 
E108,14661826,2018-5-22,A13686,9707.77,291.23,9999,有效发票 
E108,14661827,2018-5-22,A13686,1942.72,58.28,2001,有效发票 
E108,2248151,2018-5-23,A06470,33.59,5.38,38.97,有效发票 
E108,21608063,2018-5-27,A04654,194.17,5.83,200,有效发票 
E108,17410613,2018-5-30,A04862,423.3,12.7,436,有效发票 
E108,4825015,2018-6-2,A06470,86.89,13.9,100.79,有效发票 
E108,18011978,2018-6-5,A07693,2718.45,81.55,2800,有效发票 
E108,29503685,2018-6-5,A07993,113.59,3.41,117,有效发票 
E108,48582332,2018-6-6,A08275,205.66,12.34,218,有效发票 
E108,6991870,2018-6-8,A06470,212.93,34.07,247,有效发票 
E108,13703862,2018-6-14,A13557,68.93,2.07,71,有效发票 
E108,9325223,2018-6-16,A06470,58.54,9.36,67.9,有效发票 
E108,21080695,2018-6-24,A06374,258.62,41.38,300,有效发票 
E108,2579313,2018-6-29,A10177,30.4,3.05,33.45,有效发票 
E108,2579319,2018-6-29,A10177,231.9,34.65,266.55,有效发票 
E108,27237612,2018-7-2,A06487,1707.69,290.31,1998,有效发票 
E108,25363261,2018-7-3,A06470,94.48,15.12,109.6,有效发票 
E108,23401259,2018-7-3,A13116,100,3,103,有效发票 
E108,48583726,2018-7-6,A06420,193.2,5.8,199,有效发票 
E108,33612957,2018-7-7,A09920,147.57,4.43,152,有效发票 
E108,26724343,2018-7-9,A06470,117.21,18.74,135.95,有效发票 
E108,48582898,2018-7-11,A08275,518.87,31.13,550,有效发票 
E108,28541940,2018-7-16,A06470,110.66,17.69,128.35,有效发票 
E108,8724246,2018-7-16,A10133,53.17,0,53.17,有效发票 
E108,10481881,2018-7-22,A06470,89.98,14.39,104.37,有效发票 
E108,21817154,2018-7-25,A02041,59.22,1.78,61,有效发票 
E108,23800943,2018-7-28,A06941,693.97,111.03,805,有效发票 
E108,25166659,2018-8-1,A09920,78.64,2.36,81,有效发票 
E108,14350186,2018-8-9,A06470,130.82,20.91,151.73,有效发票 
E108,13831779,2018-8-9,A06470,139.13,22.26,161.39,有效发票 
E108,16791119,2018-8-16,A06470,43.97,7.03,51,有效发票 
E108,16809258,2018-8-16,A06470,86.9,13.9,100.8,有效发票 
E108,16847234,2018-8-16,A06470,47.87,7.66,55.53,有效发票 
E108,22553434,2018-8-20,A07157,174.76,5.24,180,有效发票 
E108,16278549,2018-8-23,A06470,115.85,18.54,134.39,有效发票 
E108,2276159,2018-8-24,A13116,73.79,2.21,76,有效发票 
E108,24774597,2018-8-25,A13197,143.69,4.31,148,有效发票 
