企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态 
E90,169257,2017-5-18,A07262,3300.97,99.03,3400,有效发票 
E90,1617302,2017-8-26,A09508,8737.86,262.14,9000,有效发票 
E90,3570662,2017-8-26,A09508,8737.86,262.14,9000,有效发票 
E90,3570663,2017-8-26,A09508,3203.88,96.12,3300,有效发票 
E90,14919215,2017-9-21,A06218,6358.25,190.75,6549,有效发票 
E90,6132292,2017-11-4,A03216,1241.88,211.12,1453,有效发票 
E90,1491011,2017-11-15,A06218,9708.74,291.26,10000,有效发票 
E90,1491012,2017-11-15,A06218,3931.07,117.93,4049,有效发票 
E90,6985031,2017-11-22,A06648,3015.09,180.91,3196,有效发票 
E90,3358085,2017-11-22,A06648,6226.42,373.58,6600,有效发票 
E90,3400014,2017-12-18,A06648,566.04,33.96,600,有效发票 
E90,10912224,2018-1-8,A06218,3751.46,112.54,3864,有效发票 
E90,10700389,2018-2-11,A02257,3850,231,4081,有效发票 
E90,16121101,2018-5-17,A07700,21359.22,640.78,22000,有效发票 
E90,5659839,2018-6-12,A09260,63.1,10.1,73.2,有效发票 
E90,5659840,2018-6-12,A09260,924.53,55.47,980,有效发票 
E90,30947,2018-7-17,A08957,485.44,14.56,500,有效发票 
E90,22187065,2018-7-27,A11280,1037.74,62.26,1100,有效发票 
E90,4375657,2018-8-7,A09260,1386.79,83.21,1470,有效发票 
E90,4375658,2018-8-7,A09260,395.95,63.35,459.3,有效发票 
E90,7601766,2018-10-25,A09260,1386.79,83.21,1470,有效发票 
E90,7601767,2018-10-25,A09260,140.86,22.54,163.4,有效发票 
E90,7601768,2018-10-25,A09260,566.04,33.96,600,有效发票 
E90,26623980,2019-2-19,A03626,264.15,15.85,280,有效发票 
E90,85171498,2019-3-22,A13197,291.26,8.74,300,有效发票 
E90,89249773,2019-3-25,A07413,206.9,33.1,240,有效发票 
E90,89250078,2019-3-26,A07413,422.41,67.59,490,有效发票 
E90,85189307,2019-3-26,A13197,171.84,5.16,177,有效发票 
E90,19189787,2019-3-29,A09260,1386.79,83.21,1470,有效发票 
E90,19189788,2019-3-29,A09260,1678.45,268.55,1947,有效发票 
E90,90431232,2019-3-30,A13228,202.91,6.09,209,有效发票 
E90,90599,2019-5-5,A09320,77013,2310.39,79323.39,有效发票 
E90,1021044,2019-5-6,A07368,5825.24,174.76,6000,有效发票 
E90,92745033,2019-5-10,A07413,437.17,56.83,494,有效发票 
E90,93236829,2019-5-12,A13197,313.59,9.41,323,有效发票 
E90,86870475,2019-5-13,A11280,386.79,23.21,410,有效发票 
E90,92746397,2019-5-16,A07413,207.96,27.04,235,有效发票 
E90,86870884,2019-5-21,A11280,259.43,15.57,275,有效发票 
E90,7388970,2019-5-24,A09260,287.43,37.37,324.8,有效发票 
E90,7388971,2019-5-24,A09260,1386.79,83.21,1470,有效发票 
E90,7388972,2019-5-24,A09260,330.19,19.81,350,有效发票 
E90,1185327,2019-5-24,A13197,228.16,6.84,235,有效发票 
E90,151954,2019-5-29,A08957,734.95,22.05,757,有效发票 
E90,89862691,2019-6-1,A11286,387.74,23.26,411,有效发票 
E90,11314,2019-6-2,A07413,433.63,56.37,490,有效发票 
E90,94084040,2019-6-2,A13212,257.28,7.72,265,有效发票 
E90,1021048,2019-6-3,A07368,4466.02,133.98,4600,有效发票 
E90,11649,2019-6-3,A07413,257.19,33.43,290.62,有效发票 
