企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态 
E106,15299219,2017-7-3,A13197,209.71,6.29,216,有效发票 
E106,2496054,2017-10-23,A07262,4500,0,4500,有效发票 
E106,33663644,2018-1-20,A05825,110.68,3.32,114,有效发票 
E106,29636034,2018-2-7,A13557,228.16,6.84,235,有效发票 
E106,2812527,2018-3-30,A11530,104.85,3.15,108,有效发票 
E106,20810366,2018-4-11,A03059,9000,270,9270,有效发票 
E106,20810367,2018-4-11,A03059,2000,60,2060,有效发票 
E106,29839203,2018-4-25,A13587,98.06,2.94,101,有效发票 
E106,23991928,2018-5-1,A06204,125.24,3.76,129,有效发票 
E106,13736523,2018-5-20,A08855,56.31,1.69,58,有效发票 
E106,2652998,2018-5-25,A06470,56.64,9.06,65.7,有效发票 
E106,17807107,2018-7-4,A03059,8737.86,262.14,9000,作废发票 
E106,4425783,2018-7-5,A03059,6310.68,189.32,6500,有效发票 
E106,4425784,2018-7-5,A03059,8737.86,262.14,9000,有效发票 
E106,84744018,2018-7-13,A05891,338.79,54.21,393,有效发票 
E106,8937410,2018-7-27,A10133,308.8,0,308.8,有效发票 
E106,85823327,2018-8-2,A01508,11133.02,667.98,11801,有效发票 
E106,3263008,2018-8-20,A13587,80,4,84,有效发票 
E106,30069597,2018-8-31,A06204,465.05,13.95,479,有效发票 
E106,61917587,2018-10-9,A03626,264.15,15.85,280,有效发票 
E106,61919644,2018-10-15,A03626,264.15,15.85,280,有效发票 
E106,13786557,2018-11-18,A06470,1723.27,275.73,1999,有效发票 
E106,9725740,2018-11-26,A12791,397.09,11.91,409,有效发票 
E106,6223939,2018-11-27,A09920,408.74,12.26,421,有效发票 
E106,48337485,2018-12-23,A13655,318.45,9.55,328,有效发票 
E106,47122730,2018-12-24,A06204,221.36,6.64,228,有效发票 
E106,44028778,2018-12-26,A13197,281.55,8.45,290,有效发票 
E106,24860765,2019-1-15,A06470,720,72,792,有效发票 
E106,93259178,2019-2-20,A08804,264.15,15.85,280,有效发票 
E106,92588602,2019-4-17,A03668,3.45,0.45,3.9,有效发票 
E106,92588603,2019-4-17,A03668,6.98,0.42,7.4,有效发票 
E106,92588604,2019-4-17,A03668,58.14,7.56,65.7,有效发票 
E106,92588605,2019-4-17,A03668,452.83,27.17,480,有效发票 
E106,57098774,2019-7-30,A03668,735.36,59.24,794.6,有效发票 
E106,138468,2019-10-24,A03626,176.99,23.01,200,有效发票 
E106,2934296,2019-12-30,A13587,174.76,5.24,180,有效发票 
