企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态 
E74,19190485,2017-9-11,A12757,220.39,6.61,227,有效发票 
E74,27096026,2018-5-25,A03626,264.15,15.85,280,有效发票 
E74,6596663,2018-10-8,A12791,590.29,17.71,608,有效发票 
E74,93935592,2019-4-15,A07467,265.49,34.51,300,有效发票 
E74,43274448,2019-4-26,A03626,264.15,15.85,280,有效发票 
E74,3755203,2019-6-20,A06810,9990,0,9990,有效发票 
E74,3755204,2019-6-20,A06810,9990,0,9990,有效发票 
E74,3755205,2019-6-20,A06810,9990,0,9990,有效发票 
E74,3755206,2019-6-20,A06810,9990,0,9990,有效发票 
E74,1341766,2019-6-20,A06810,9990,0,9990,有效发票 
E74,1341767,2019-6-20,A06810,9990,0,9990,有效发票 
E74,1341768,2019-6-20,A06810,9990,0,9990,有效发票 
E74,1341769,2019-6-20,A06810,9990,0,9990,有效发票 
E74,1440381,2019-7-11,A07295,35500,0,35500,有效发票 
E74,1440382,2019-7-11,A07295,29800,0,29800,有效发票 
E74,3186375,2019-10-31,A07296,59800,0,59800,有效发票 
E74,3186376,2019-10-31,A07296,64800,0,64800,有效发票 
E74,3186377,2019-10-31,A07296,59800,0,59800,有效发票 
E74,32785728,2019-11-6,A07751,5825.24,174.76,6000,有效发票 
