企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态 
E64,73395435,2017-5-12,A09184,311.32,18.68,330,有效发票 
E64,36134466,2017-10-12,A02272,177.36,10.64,188,有效发票 
E64,1076087,2017-11-6,A03338,6990.29,209.71,7200,有效发票 
E64,1076088,2017-11-6,A03338,6990.29,209.71,7200,有效发票 
E64,1076089,2017-11-6,A03338,6990.29,209.71,7200,有效发票 
E64,18412043,2017-11-17,A10723,278.64,8.36,287,有效发票 
E64,30223894,2018-1-12,A03905,286.41,8.59,295,有效发票 
E64,6449594,2018-1-18,A03417,24925.38,994.62,25920,有效发票 
E64,53908945,2018-1-18,A06538,419.42,12.58,432,有效发票 
E64,19439039,2018-2-22,A08185,302.91,9.09,312,有效发票 
E64,49590042,2018-4-22,A03100,76.7,2.3,79,有效发票 
E64,20947640,2018-4-30,A10844,224.27,6.73,231,有效发票 
E64,83023743,2018-5-17,A09184,264.15,15.85,280,有效发票 
E64,8901975,2018-8-8,A11074,529.13,15.87,545,有效发票 
E64,30813211,2018-8-10,A03905,292.23,8.77,301,有效发票 
E64,25734841,2018-8-16,A07612,339.62,20.38,360,有效发票 
E64,3296609,2018-9-24,A13557,207.77,6.23,214,有效发票 
E64,44699134,2018-11-29,A06204,301.94,9.06,311,有效发票 
E64,94826458,2018-12-6,A03114,282.08,16.92,299,有效发票 
E64,3495313,2018-12-30,A07450,798.11,47.89,846,有效发票 
E64,60633774,2019-1-15,A03905,333.98,10.02,344,有效发票 
E64,47833104,2019-2-19,A07612,1237.74,74.26,1312,有效发票 
E64,46689393,2019-4-5,A09656,320.75,19.25,340,有效发票 
E64,90436086,2019-4-17,A13571,277.67,8.33,286,有效发票 
E64,48976133,2019-5-27,A09184,264.15,15.85,280,有效发票 
E64,36241135,2019-6-28,A03417,25097.14,1254.86,26352,有效发票 
E64,40316959,2019-6-29,A03339,452.83,27.17,480,有效发票 
E64,75433521,2019-10-9,A03905,624.27,18.73,643,有效发票 
E64,17093272,2019-12-10,A03417,3276.19,163.81,3440,有效发票 
E64,64958175,2020-1-22,A08978,314.2,18.85,333.05,有效发票 
E64,76075922,2020-1-23,A07612,1438.68,86.32,1525,有效发票 
E64,5736856,2020-1-24,A09269,2329.25,139.75,2469,有效发票 
