企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态 
E11,73396117,2017-5-17,A09184,311.32,18.68,330,有效发票 
E11,12962884,2017-8-7,A13557,104.85,3.15,108,有效发票 
E11,12963098,2017-8-21,A13557,199.03,5.97,205,有效发票 
E11,5012364,2017-9-7,A12626,232.04,6.96,239,有效发票 
E11,15482758,2017-9-28,A05086,1132.08,67.92,1200,有效发票 
E11,20210106,2017-10-5,A08027,216.24,36.76,253,有效发票 
E11,20214343,2017-10-20,A08027,239.32,40.68,280,有效发票 
E11,2489785,2017-10-24,A03310,1320.75,79.25,1400,有效发票 
E11,367357,2017-10-30,A07007,1435.9,244.1,1680,有效发票 
E11,367358,2017-11-1,A07007,-1435.9,-244.1,-1680,有效发票 
E11,12668341,2017-11-2,A07007,1435.9,244.1,1680,有效发票 
E11,21913543,2017-11-3,A08027,239.32,40.68,280,有效发票 
E11,4136887,2017-11-10,A02585,706.6,42.4,749,有效发票 
E11,22373361,2017-11-22,A02954,132.48,22.52,155,有效发票 
E11,7540674,2017-11-30,A03317,2830.19,169.81,3000,有效发票 
E11,1117998,2017-12-13,A04534,1487.18,252.82,1740,有效发票 
E11,7681901,2017-12-15,A05840,8034.19,1365.81,9400,有效发票 
E11,2252508,2017-12-15,A05840,5128.21,871.79,6000,有效发票 
E11,9779843,2017-12-15,A11712,5351.35,588.65,5940,作废发票 
E11,24829907,2017-12-15,A13557,315.53,9.47,325,有效发票 
E11,8466387,2017-12-18,A12479,6606.84,1123.16,7730,有效发票 
E11,6624011,2017-12-20,A12889,63,10.71,73.71,有效发票 
E11,966713,2017-12-21,A06470,323.3,54.96,378.26,有效发票 
E11,4016970,2017-12-23,A09919,846.15,143.85,990,有效发票 
E11,75445651,2017-12-25,A06470,153,26,179,有效发票 
E11,6627657,2017-12-25,A12889,101.64,17.28,118.92,有效发票 
E11,971753,2017-12-26,A06470,166.57,28.31,194.88,有效发票 
E11,6629760,2017-12-28,A12889,67.52,11.48,79,有效发票 
E11,6630423,2017-12-28,A12889,67.52,11.48,79,有效发票 
E11,1160754,2017-12-30,A04539,722.64,43.36,766,有效发票 
E11,18022841,2018-1-1,A13415,1751.89,105.11,1857,有效发票 
E11,474394,2018-1-2,A04529,4689.32,140.68,4830,有效发票 
E11,3557004,2018-1-4,A06470,1708.55,290.45,1999,有效发票 
E11,3611556,2018-1-5,A00297,2688.68,161.32,2850,有效发票 
E11,3611557,2018-1-5,A00297,849.05,50.95,900,有效发票 
E11,9779879,2018-1-5,A11712,15081.08,1658.92,16740,有效发票 
E11,1323505,2018-1-6,A04539,441.51,26.49,468,有效发票 
E11,1888451,2018-1-8,A12889,758.98,129.02,888,有效发票 
E11,1152190,2018-1-10,A04527,9433.96,566.04,10000,有效发票 
E11,79521532,2018-1-10,A06470,237.61,40.39,278,有效发票 
E11,3094645,2018-1-10,A07116,2843.62,483.38,3327,有效发票 
E11,3094646,2018-1-10,A07116,367.57,40.43,408,有效发票 
E11,8752290,2018-1-11,A12479,19129.91,3252.09,22382,有效发票 
E11,37702487,2018-1-12,A02274,169.81,10.19,180,有效发票 
E11,1894914,2018-1-15,A12889,265.75,45.17,310.92,有效发票 
E11,1323683,2018-1-16,A04539,660.38,39.62,700,有效发票 
E11,3243113,2018-1-17,A07116,1735.3,295,2030.3,有效发票 
E11,3243114,2018-1-17,A07116,210.81,23.19,234,有效发票 
E11,30095785,2018-1-19,A06334,776.7,23.3,800,有效发票 
E11,19975457,2018-1-21,A09180,8639.81,259.19,8899,作废发票 
E11,19975458,2018-1-21,A09180,9707.77,291.23,9999,作废发票 
E11,19975459,2018-1-21,A09180,6687.38,200.62,6888,有效发票 
E11,19975460,2018-1-21,A09180,5161.17,154.83,5316,有效发票 
E11,90103747,2018-1-22,A03889,21.7,1.3,23,有效发票 
E11,90103508,2018-1-22,A03889,83.02,4.98,88,有效发票 
E11,48009855,2018-1-22,A03889,101.89,6.11,108,有效发票 
E11,48009965,2018-1-22,A03889,34.91,2.09,37,有效发票 
E11,48009992,2018-1-22,A03889,20.75,1.25,22,有效发票 
E11,48010191,2018-1-22,A03889,19.81,1.19,21,有效发票 
E11,1900084,2018-1-22,A12889,383.76,65.24,449,有效发票 
E11,1900738,2018-1-22,A12889,174.1,29.6,203.7,有效发票 
E11,8573661,2018-1-23,A06470,141.28,24.02,165.3,有效发票 
E11,20094626,2018-1-23,A11106,16897.43,2872.57,19770,有效发票 
E11,20094631,2018-1-24,A11106,4658.12,791.88,5450,有效发票 
E11,24434348,2018-1-24,A12600,239.32,40.68,280,有效发票 
E11,90116339,2018-1-25,A03889,150.94,9.06,160,有效发票 
E11,876789,2018-1-25,A09762,34281.69,5827.89,40109.58,有效发票 
E11,876790,2018-1-25,A09762,91706.72,15590.15,107296.87,有效发票 
E11,876791,2018-1-25,A09762,86600.41,14722.07,101322.48,有效发票 
E11,876792,2018-1-25,A09762,89986.03,15297.63,105283.66,有效发票 
E11,876793,2018-1-25,A09762,81610.25,13873.75,95484,有效发票 
E11,11940171,2018-1-27,A03840,9433.02,565.98,9999,有效发票 
E11,11940172,2018-1-27,A03840,9433.02,565.98,9999,有效发票 
E11,11940173,2018-1-27,A03840,9433.02,565.98,9999,有效发票 
E11,11940174,2018-1-27,A03840,2040.57,122.43,2163,有效发票 
E11,3647499,2018-1-27,A04524,39521.37,6718.63,46240,有效发票 
E11,1326951,2018-1-27,A04539,330.19,19.81,350,有效发票 
E11,30390377,2018-1-29,A06922,1750.94,105.06,1856,有效发票 
E11,1320790,2018-2-1,A01195,67521.37,11478.63,79000,有效发票 
E11,1383021,2018-2-2,A04526,84369.38,14342.79,98712.17,有效发票 
E11,8782891,2018-2-2,A06993,26427.35,4492.65,30920,有效发票 
E11,1327110,2018-2-6,A04539,831.13,49.87,881,有效发票 
E11,712384,2018-2-7,A00732,282.05,47.95,330,有效发票 
E11,876794,2018-2-7,A09762,67703.85,11509.65,79213.5,有效发票 
E11,876795,2018-2-7,A09762,59540.47,10121.87,69662.34,有效发票 
E11,876796,2018-2-7,A09762,67340.92,11447.96,78788.88,有效发票 
E11,876797,2018-2-7,A09762,79653.84,13541.16,93195,有效发票 
E11,2947960,2018-2-9,A02872,97087.38,2912.62,100000,有效发票 
E11,2947961,2018-2-9,A02872,97087.38,2912.62,100000,有效发票 
E11,2947958,2018-2-9,A02872,97087.38,2912.62,100000,有效发票 
E11,2947959,2018-2-9,A02872,97087.38,2912.62,100000,有效发票 
E11,14522728,2018-2-9,A07921,237.61,40.39,278,有效发票 
E11,14522731,2018-2-9,A07921,59.43,3.57,63,有效发票 
E11,29705629,2018-2-11,A13557,2224.27,66.73,2291,有效发票 
E11,52797718,2018-2-12,A03503,299.15,50.85,350,有效发票 
E11,45994568,2018-2-13,A05994,160,0,160,有效发票 
E11,86803072,2018-2-14,A00370,239.32,40.68,280,有效发票 
E11,21023488,2018-2-14,A08686,369.81,22.19,392,有效发票 
E11,44746094,2018-2-18,A08173,190.29,5.71,196,有效发票 
E11,30186127,2018-2-19,A07702,707.77,21.23,729,有效发票 
E11,21023738,2018-2-19,A08686,471.7,28.3,500,有效发票 
E11,25651315,2018-2-21,A08129,387.74,23.26,411,有效发票 
E11,17533550,2018-2-24,A00768,192.31,32.69,225,有效发票 
E11,46081157,2018-2-24,A05953,346.15,58.85,405,有效发票 
E11,579801,2018-2-25,A00636,85.47,14.53,100,有效发票 
E11,3844547,2018-2-25,A05891,209.49,35.61,245.1,有效发票 
E11,3844548,2018-2-25,A05891,213.68,36.32,250,有效发票 
E11,17668576,2018-2-28,A13655,951.46,28.54,980,有效发票 
E11,17668577,2018-2-28,A13655,930.1,27.9,958,有效发票 
E11,17668578,2018-2-28,A13655,968.93,29.07,998,有效发票 
E11,17668579,2018-2-28,A13655,820.39,24.61,845,有效发票 
E11,2267301,2018-3-1,A05840,2820.51,479.49,3300,有效发票 
E11,4666998,2018-3-1,A05841,5660.38,339.62,6000,有效发票 
E11,29615091,2018-3-1,A13557,969.9,29.1,999,有效发票 
E11,29615092,2018-3-1,A13557,969.9,29.1,999,有效发票 
E11,48972917,2018-3-2,A09049,888.68,53.32,942,有效发票 
E11,2021552,2018-3-2,A12889,369.15,62.75,431.9,有效发票 
E11,14414701,2018-3-3,A07921,117.92,7.08,125,有效发票 
E11,14414704,2018-3-3,A07921,65.09,3.91,69,有效发票 
E11,14414707,2018-3-3,A07921,65.09,3.91,69,有效发票 
E11,14414709,2018-3-3,A07921,55.66,3.34,59,有效发票 
E11,14414725,2018-3-3,A07921,21.7,1.3,23,有效发票 
E11,14414730,2018-3-3,A07921,30.19,1.81,32,有效发票 
E11,14414734,2018-3-3,A07921,25.47,1.53,27,有效发票 
E11,28070881,2018-3-5,A03628,5.13,0.87,6,有效发票 
E11,5771667,2018-3-5,A06470,58.97,10.03,69,有效发票 
E11,1361545,2018-3-7,A04541,2290.6,389.4,2680,有效发票 
E11,87113077,2018-3-8,A00370,170.94,29.06,200,有效发票 
E11,4857886,2018-3-8,A06993,52119.67,8860.33,60980,有效发票 
E11,2025999,2018-3-8,A12889,511.97,87.03,599,有效发票 
E11,16710201,2018-3-9,A00534,222.22,37.78,260,有效发票 
E11,14422002,2018-3-9,A07921,221.7,13.3,235,有效发票 
E11,34169372,2018-3-11,A11006,200.85,34.15,235,有效发票 
E11,5780044,2018-3-12,A06470,1101.71,187.29,1289,有效发票 
E11,35402908,2018-3-14,A00370,246.11,41.84,287.95,有效发票 
E11,555921,2018-3-14,A04528,23786.41,713.59,24500,有效发票 
E11,4970813,2018-3-14,A05891,220.85,37.55,258.4,有效发票 
E11,33451642,2018-3-16,A00370,531.62,90.38,622,有效发票 
E11,2654512,2018-3-17,A04539,826.42,49.58,876,有效发票 
E11,12887062,2018-3-17,A09180,9707.77,291.23,9999,有效发票 
E11,12887063,2018-3-17,A09180,9707.77,291.23,9999,作废发票 
E11,35932314,2018-3-18,A00370,170.94,29.06,200,有效发票 
E11,4112962,2018-3-18,A05891,233.03,39.62,272.65,有效发票 
E11,4112963,2018-3-18,A05891,203.8,34.65,238.45,有效发票 
E11,28071265,2018-3-19,A03628,246.24,41.33,287.57,有效发票 
E11,3028699,2018-3-19,A06470,239.82,40.78,280.6,有效发票 
E11,46156492,2018-3-20,A05953,256.41,43.59,300,有效发票 
E11,36330058,2018-3-21,A00370,192.37,32.7,225.07,有效发票 
E11,2038072,2018-3-21,A12889,52.22,8.88,61.1,有效发票 
E11,29721456,2018-3-22,A13557,286.41,8.59,295,有效发票 
E11,87614344,2018-3-23,A00370,256.41,43.59,300,有效发票 
E11,4918144,2018-3-27,A11712,5643.24,620.76,6264,有效发票 
E11,2043417,2018-3-27,A12889,12.82,2.18,15,有效发票 
E11,1330718,2018-3-28,A04524,36480.77,6201.73,42682.5,有效发票 
E11,2721136,2018-3-28,A04531,22717.96,3862.04,26580,有效发票 
E11,4867374,2018-3-28,A05891,182.69,31.06,213.75,有效发票 
E11,9698605,2018-3-28,A09173,99994.87,16999.13,116994,有效发票 
E11,9698606,2018-3-28,A09173,99994.87,16999.13,116994,有效发票 
E11,9698607,2018-3-28,A09173,99994.87,16999.13,116994,有效发票 
E11,9698608,2018-3-28,A09173,99994.87,16999.13,116994,有效发票 
E11,9698609,2018-3-28,A09173,99994.87,16999.13,116994,有效发票 
E11,9698610,2018-3-28,A09173,99994.87,16999.13,116994,有效发票 
E11,2045280,2018-3-28,A12889,623.08,105.92,729,有效发票 
E11,48171429,2018-3-29,A03845,1546.6,46.4,1593,有效发票 
E11,2654910,2018-3-29,A04543,896753.89,152448.15,1049202.04,有效发票 
E11,2654911,2018-3-29,A04543,205219.4,34887.3,240106.7,有效发票 
E11,2654912,2018-3-29,A04543,372001.55,63240.27,435241.82,有效发票 
E11,30391215,2018-3-29,A06922,943.4,56.6,1000,有效发票 
E11,36153571,2018-3-30,A00370,303.47,51.59,355.06,有效发票 
E11,12105526,2018-3-30,A07555,1196.58,203.42,1400,有效发票 
E11,50411469,2018-4-1,A06665,1006.8,30.2,1037,有效发票 
E11,3861649,2018-4-2,A05891,115.38,19.62,135,有效发票 
E11,49799804,2018-4-2,A05953,257.26,43.74,301,有效发票 
E11,30392576,2018-4-2,A06922,943.4,56.6,1000,有效发票 
E11,4983668,2018-4-4,A05891,195.68,33.27,228.95,有效发票 
E11,52040073,2018-4-6,A02382,427.35,72.65,500,有效发票 
E11,52040074,2018-4-6,A02382,355.56,60.45,416.01,有效发票 
E11,15184609,2018-4-6,A13655,185.44,5.56,191,有效发票 
E11,87342612,2018-4-7,A00370,145.3,24.7,170,有效发票 
E11,35494089,2018-4-7,A00370,175.21,29.79,205,有效发票 
E11,47267694,2018-4-8,A00628,256.41,43.59,300,有效发票 
E11,3050816,2018-4-8,A06470,82.05,13.95,96,有效发票 
E11,14187664,2018-4-8,A07481,85.47,14.53,100,有效发票 
E11,6174850,2018-4-9,A05840,5641.03,958.97,6600,有效发票 
E11,3052142,2018-4-9,A06470,229.91,39.09,269,有效发票 
E11,2683711,2018-4-10,A04537,10831.62,1841.38,12673,有效发票 
E11,2683712,2018-4-10,A04537,786.32,133.68,920,有效发票 
E11,2675195,2018-4-10,A04537,627.35,106.65,734,有效发票 
E11,1387024,2018-4-10,A04540,1693.2,50.8,1744,有效发票 
E11,2056629,2018-4-11,A12889,268.12,45.58,313.7,有效发票 
E11,43934395,2018-4-13,A00883,504.27,85.73,590,有效发票 
E11,52046563,2018-4-13,A02382,205.13,34.87,240,有效发票 
E11,2666258,2018-4-13,A04543,243906.36,41464.08,285370.44,有效发票 
E11,2666259,2018-4-13,A04543,202739.85,34465.77,237205.62,有效发票 
E11,12737740,2018-4-13,A10126,9829.06,1670.94,11500,有效发票 
E11,51087740,2018-4-14,A00884,505.98,86.02,592,有效发票 
E11,3743951,2018-4-14,A12937,1562.25,93.73,1655.98,有效发票 
E11,77231391,2018-4-15,A00370,248.72,42.28,291,有效发票 
E11,16711001,2018-4-15,A00534,239.32,40.68,280,有效发票 
E11,1365647,2018-4-15,A05262,9240.78,277.22,9518,有效发票 
E11,76634926,2018-4-17,A00370,170.94,29.06,200,有效发票 
E11,52075662,2018-4-18,A02382,213.68,36.32,250,有效发票 
E11,77791698,2018-4-20,A00370,482.91,82.09,565,有效发票 
E11,2683725,2018-4-21,A04537,220319.73,37454.35,257774.08,有效发票 
E11,21413383,2018-4-21,A13116,1549.51,46.49,1596,有效发票 
E11,47269793,2018-4-22,A00628,256.41,43.59,300,有效发票 
E11,90162814,2018-4-23,A03889,46.23,2.77,49,有效发票 
E11,90162840,2018-4-23,A03889,41.51,2.49,44,有效发票 
E11,6323412,2018-4-23,A09173,99994.87,16999.13,116994,有效发票 
E11,6323413,2018-4-23,A09173,99994.87,16999.13,116994,有效发票 
E11,576794,2018-4-23,A09173,99994.87,16999.13,116994,有效发票 
E11,576795,2018-4-23,A09173,99994.87,16999.13,116994,有效发票 
E11,576796,2018-4-23,A09173,99994.87,16999.13,116994,有效发票 
E11,576797,2018-4-23,A09173,99994.87,16999.13,116994,有效发票 
E11,576793,2018-4-23,A09173,99994.87,16999.13,116994,有效发票 
E11,576791,2018-4-23,A09173,99994.87,16999.13,116994,有效发票 
E11,576792,2018-4-23,A09173,99994.87,16999.13,116994,有效发票 
E11,576798,2018-4-23,A09173,99994.87,16999.13,116994,有效发票 
E11,408796,2018-4-24,A02036,21359.22,640.78,22000,有效发票 
E11,492167,2018-4-25,A13128,38834.95,1165.05,40000,有效发票 
E11,21543454,2018-4-26,A09303,248.54,7.46,256,有效发票 
E11,2947962,2018-4-27,A02872,23809.52,714.29,24523.81,作废发票 
E11,2947963,2018-4-27,A02872,23809.52,714.29,24523.81,有效发票 
E11,2760051,2018-4-27,A04523,327090.23,55605.35,382695.58,作废发票 
E11,2760052,2018-4-27,A04523,162273.34,27586.46,189859.8,作废发票 
E11,2760053,2018-4-27,A04523,263629.93,44817.1,308447.03,作废发票 
E11,2760054,2018-4-27,A04523,269390.84,45796.45,315187.29,作废发票 
E11,2760055,2018-4-27,A04523,229146.56,38954.92,268101.48,作废发票 
E11,2760056,2018-4-27,A04523,326495.44,55504.23,381999.67,作废发票 
E11,2760057,2018-4-27,A04523,165383.43,28115.18,193498.61,作废发票 
E11,975669,2018-4-27,A04530,38271.84,1148.16,39420,有效发票 
E11,4375909,2018-4-27,A05891,172.65,29.35,202,有效发票 
E11,2760058,2018-4-28,A04523,335379.31,57014.48,392393.79,有效发票 
E11,2760059,2018-4-28,A04523,153984.26,26177.33,180161.59,有效发票 
E11,2760060,2018-4-28,A04523,263629.93,44817.1,308447.03,有效发票 
E11,2760061,2018-4-28,A04523,229146.56,38954.92,268101.48,有效发票 
E11,2760062,2018-4-28,A04523,269390.84,45796.45,315187.29,有效发票 
E11,2760063,2018-4-28,A04523,165383.43,28115.18,193498.61,有效发票 
E11,2760064,2018-4-28,A04523,326495.44,55504.23,381999.67,有效发票 
E11,15647666,2018-4-28,A08686,273.58,16.42,290,有效发票 
E11,2431100,2018-4-30,A04902,750.94,45.06,796,有效发票 
E11,97043511,2018-5-2,A03889,63.21,3.79,67,有效发票 
E11,34008306,2018-5-3,A00370,282.78,45.24,328.02,有效发票 
E11,33430948,2018-5-4,A00370,502.6,80.42,583.02,有效发票 
E11,2717806,2018-5-4,A01195,23244.83,3719.17,26964,有效发票 
E11,2731657,2018-5-4,A04524,27620.69,4419.31,32040,有效发票 
E11,16177376,2018-5-7,A00628,258.62,41.38,300,有效发票 
E11,23980052,2018-5-7,A06266,260.19,7.81,268,有效发票 
E11,30393308,2018-5-7,A06922,808.49,48.51,857,有效发票 
E11,883500,2018-5-7,A12889,300.42,48.08,348.5,有效发票 
E11,3155635,2018-5-8,A00281,326.21,9.79,336,有效发票 
E11,32868657,2018-5-8,A00370,405.17,64.83,470,有效发票 
E11,3155646,2018-5-9,A00281,326.21,9.79,336,有效发票 
E11,34020952,2018-5-11,A00370,194.82,31.18,226,有效发票 
E11,33507284,2018-5-11,A00370,550.07,88.01,638.08,有效发票 
E11,82840437,2018-5-11,A06275,413.79,66.21,480,有效发票 
E11,34022992,2018-5-13,A00370,250,40,290,有效发票 
E11,83023215,2018-5-15,A09184,264.15,15.85,280,有效发票 
E11,80422793,2018-5-16,A03889,78.3,4.7,83,有效发票 
E11,97095163,2018-5-16,A03889,57.55,3.45,61,有效发票 
E11,97095122,2018-5-16,A03889,42.45,2.55,45,有效发票 
E11,82839063,2018-5-17,A06275,224.14,35.86,260,有效发票 
E11,34137569,2018-5-19,A00370,344.83,55.17,400,有效发票 
E11,2732947,2018-5-21,A04543,193329.79,30932.77,224262.56,有效发票 
E11,2732948,2018-5-21,A04543,332898.52,53263.75,386162.27,有效发票 
E11,13652963,2018-5-21,A13557,536.89,16.11,553,有效发票 
E11,12647409,2018-5-22,A09959,154.37,4.63,159,有效发票 
E11,975830,2018-5-23,A04528,2446.6,73.4,2520,有效发票 
E11,5218754,2018-5-23,A06470,1455.15,232.82,1687.97,有效发票 
E11,537285,2018-5-23,A13128,38834.95,1165.05,40000,有效发票 
E11,78278333,2018-5-24,A00370,310.35,49.65,360,有效发票 
E11,23319539,2018-5-24,A08155,258.62,41.38,300,有效发票 
E11,78092681,2018-5-25,A00370,362.06,57.94,420,有效发票 
E11,76936278,2018-5-26,A00370,172.42,27.58,200,有效发票 
E11,24309143,2018-5-27,A06374,400.86,64.14,465,有效发票 
E11,13014937,2018-5-27,A11611,20603.45,3296.55,23900,有效发票 
E11,13014938,2018-5-27,A11611,17801.72,2848.28,20650,有效发票 
E11,991214,2018-5-27,A12889,835.34,133.66,969,有效发票 
E11,2760073,2018-5-28,A04523,302009.24,48321.48,350330.72,有效发票 
E11,2732975,2018-5-28,A04543,352961.19,56473.8,409434.99,有效发票 
E11,5226390,2018-5-28,A06470,430.17,68.83,499,有效发票 
E11,80359895,2018-6-1,A00370,616.41,98.63,715.04,有效发票 
E11,2725758,2018-6-1,A04524,64366.38,10298.62,74665,有效发票 
E11,33922557,2018-6-2,A00370,172.42,27.58,200,有效发票 
E11,5233369,2018-6-3,A06470,24.06,3.84,27.9,有效发票 
E11,5236674,2018-6-4,A06470,-1455.15,-232.82,-1687.97,有效发票 
E11,1000432,2018-6-5,A12889,176.29,28.21,204.5,有效发票 
E11,13653174,2018-6-5,A13557,654.37,19.63,674,有效发票 
E11,79349453,2018-6-7,A00370,282.4,45.18,327.58,有效发票 
E11,1003574,2018-6-7,A12889,93.1,14.9,108,有效发票 
E11,112650,2018-6-8,A12479,10406.89,1665.11,12072,有效发票 
E11,46876126,2018-6-10,A13655,155,0,155,有效发票 
E11,79683790,2018-6-13,A00370,215.52,34.48,250,有效发票 
E11,66582680,2018-6-13,A02819,311.21,49.79,361,有效发票 
E11,10279833,2018-6-14,A00191,995.69,159.31,1155,有效发票 
E11,34284291,2018-6-15,A00370,339.78,54.36,394.14,有效发票 
E11,18890937,2018-6-15,A00886,198.28,31.72,230,有效发票 
E11,79546445,2018-6-18,A00370,172.41,27.59,200,有效发票 
E11,16183966,2018-6-18,A00628,258.62,41.38,300,有效发票 
E11,2780585,2018-6-19,A04543,476005.21,76160.85,552166.06,有效发票 
E11,73477935,2018-6-20,A00370,289.65,46.35,336,有效发票 
E11,648706,2018-6-22,A13130,38834.95,1165.05,40000,有效发票 
E11,15598688,2018-6-24,A13655,436.89,13.11,450,有效发票 
