公司ID: E12


季度: 2.017010e+05  ,  金额: 2019.650000

季度: 2.017020e+05  ,  金额: 171284.500000

季度: 2.017030e+05  ,  金额: 22423.110000

季度: 2.017040e+05  ,  金额: 71030.350000

季度: 2.017060e+05  ,  金额: 37243.000000

季度: 2.017070e+05  ,  金额: 31919.220000

季度: 2.017080e+05  ,  金额: 2821.200000

季度: 2.017090e+05  ,  金额: 7632.000000

季度: 2.017100e+05  ,  金额: 16832.220000

季度: 2.017110e+05  ,  金额: 13263.000000

季度: 2.017120e+05  ,  金额: 34304.570000

季度: 2.018010e+05  ,  金额: 3171169.410000

季度: 2.018020e+05  ,  金额: 5496321.240000

季度: 2.018030e+05  ,  金额: 3875655.680000

季度: 2.018040e+05  ,  金额: 1889495.450000

季度: 2.018050e+05  ,  金额: 3630530.900000

季度: 2.018060e+05  ,  金额: 2809878.070000

季度: 2.018070e+05  ,  金额: 1490616.020000

季度: 2.018080e+05  ,  金额: 6925047.970000

季度: 2.018090e+05  ,  金额: 3565099.730000

季度: 2.018100e+05  ,  金额: 1248000.730000

季度: 2.018110e+05  ,  金额: 5391832.250000

季度: 2.018120e+05  ,  金额: 17494870.820000

季度: 2.019010e+05  ,  金额: 4174975.190000

季度: 2.019020e+05  ,  金额: 4042010.020000

季度: 2.019030e+05  ,  金额: 2864382.480000

季度: 2.019040e+05  ,  金额: 2879453.840000

季度: 2.019050e+05  ,  金额: 4568617.280000

季度: 2.019060e+05  ,  金额: 2740839.700000

季度: 2.019070e+05  ,  金额: 1395227.430000

季度: 2.019080e+05  ,  金额: 7269129.980000

季度: 2.019090e+05  ,  金额: 1737683.710000

季度: 2.019100e+05  ,  金额: 422737.880000

季度: 2.019110e+05  ,  金额: 1242170.320000

季度: 2.019120e+05  ,  金额: 435178.020000

季度: 2.020010e+05  ,  金额: 4275315.760000

总流水交易额为: 95447012.700000, 总流水月平均交易额为: 2651305.908333
