公司ID: E108


季度: 2.017120e+05  ,  金额: 44.000000

季度: 2.018030e+05  ,  金额: 218.000000

季度: 2.018040e+05  ,  金额: 1225.000000

季度: 2.018050e+05  ,  金额: 14050.700000

季度: 2.018060e+05  ,  金额: 4221.690000

季度: 2.018070e+05  ,  金额: 4399.440000

季度: 2.018080e+05  ,  金额: 1934.610000

季度: 2.018090e+05  ,  金额: 2382.500000

季度: 2.018100e+05  ,  金额: 992.400000

季度: 2.018110e+05  ,  金额: 5388.080000

季度: 2.018120e+05  ,  金额: 4819.700000

季度: 2.019010e+05  ,  金额: 31172.160000

季度: 2.019020e+05  ,  金额: 991.970000

季度: 2.019030e+05  ,  金额: 4483.930000

季度: 2.019040e+05  ,  金额: 6974.590000

季度: 2.019050e+05  ,  金额: 1097.270000

季度: 2.019060e+05  ,  金额: 2867.480000

季度: 2.019070e+05  ,  金额: 3671.590000

季度: 2.019080e+05  ,  金额: 789.900000

季度: 2.019090e+05  ,  金额: 1458.000000

季度: 2.019100e+05  ,  金额: 1708.410000

季度: 2.019110e+05  ,  金额: 5003.310000

季度: 2.019120e+05  ,  金额: 2050.200000

季度: 2.020010e+05  ,  金额: 3454.800000

季度: 2.020020e+05  ,  金额: 823.220000

总流水交易额为: 106222.950000, 总流水月平均交易额为: 4248.918000
