公司ID: E102


季度: 2.017010e+05  ,  金额: 79260.450000

季度: 2.017020e+05  ,  金额: 92840.640000

季度: 2.017030e+05  ,  金额: 71492.300000

季度: 2.017040e+05  ,  金额: 74920.000000

季度: 2.017050e+05  ,  金额: 111110.870000

季度: 2.017060e+05  ,  金额: 124371.130000

季度: 2.017070e+05  ,  金额: 116805.420000

季度: 2.017080e+05  ,  金额: 91158.610000

季度: 2.017090e+05  ,  金额: 79238.650000

季度: 2.017100e+05  ,  金额: 100423.160000

季度: 2.017110e+05  ,  金额: 81590.230000

季度: 2.017120e+05  ,  金额: 120914.530000

季度: 2.018010e+05  ,  金额: 99820.390000

季度: 2.018020e+05  ,  金额: 118238.900000

季度: 2.018030e+05  ,  金额: 79548.610000

季度: 2.018040e+05  ,  金额: 269197.150000

季度: 2.018050e+05  ,  金额: 20628.310000

季度: 2.018060e+05  ,  金额: 88957.050000

季度: 2.018070e+05  ,  金额: 122071.170000

季度: 2.018080e+05  ,  金额: 58490.840000

季度: 2.018090e+05  ,  金额: 97085.350000

季度: 2.018100e+05  ,  金额: 49372.990000

季度: 2.018110e+05  ,  金额: 144887.990000

季度: 2.018120e+05  ,  金额: 100823.520000

季度: 2.019010e+05  ,  金额: 57641.080000

季度: 2.019020e+05  ,  金额: 121678.600000

季度: 2.019030e+05  ,  金额: 136875.950000

季度: 2.019040e+05  ,  金额: 59207.500000

季度: 2.019050e+05  ,  金额: 105708.890000

季度: 2.019060e+05  ,  金额: 51736.870000

季度: 2.019070e+05  ,  金额: 102398.990000

季度: 2.019080e+05  ,  金额: 116626.310000

季度: 2.019090e+05  ,  金额: 81720.280000

季度: 2.019100e+05  ,  金额: 89335.170000

季度: 2.019110e+05  ,  金额: 103620.570000

季度: 2.019120e+05  ,  金额: 112697.750000

季度: 2.020010e+05  ,  金额: 39635.670000

季度: 2.020020e+05  ,  金额: 86185.190000

总流水交易额为: 3658317.080000, 总流水月平均交易额为: 96271.502105
