公司ID: E99


季度: 2.017100e+05  ,  金额: 20103.000000

季度: 2.017110e+05  ,  金额: 34000.000000

季度: 2.017120e+05  ,  金额: 100000.000000

季度: 2.018020e+05  ,  金额: 2668.000000

季度: 2.018030e+05  ,  金额: 42729.970000

季度: 2.018040e+05  ,  金额: 20834.010000

季度: 2.018050e+05  ,  金额: 4997.130000

季度: 2.018060e+05  ,  金额: 4870.660000

季度: 2.018070e+05  ,  金额: 106683.380000

季度: 2.018080e+05  ,  金额: 182000.820000

季度: 2.018090e+05  ,  金额: 8688.200000

季度: 2.018100e+05  ,  金额: 14224.310000

季度: 2.018110e+05  ,  金额: 2286550.820000

季度: 2.018120e+05  ,  金额: 479180.250000

季度: 2.019010e+05  ,  金额: 59375.680000

季度: 2.019020e+05  ,  金额: 16392.590000

季度: 2.019030e+05  ,  金额: 92065.470000

季度: 2.019040e+05  ,  金额: 515959.710000

季度: 2.019050e+05  ,  金额: 300929.430000

季度: 2.019060e+05  ,  金额: 21590.240000

季度: 2.019070e+05  ,  金额: 16573.320000

季度: 2.019080e+05  ,  金额: 26395.420000

季度: 2.019090e+05  ,  金额: 130686.970000

季度: 2.019100e+05  ,  金额: 35213.620000

季度: 2.019110e+05  ,  金额: 13348.600000

总流水交易额为: 4536061.600000, 总流水月平均交易额为: 181442.464000
