公司ID: E106


季度: 2.017070e+05  ,  金额: 216.000000

季度: 2.017100e+05  ,  金额: 4500.000000

季度: 2.018010e+05  ,  金额: 114.000000

季度: 2.018020e+05  ,  金额: 235.000000

季度: 2.018030e+05  ,  金额: 108.000000

季度: 2.018040e+05  ,  金额: 11431.000000

季度: 2.018050e+05  ,  金额: 252.700000

季度: 2.018070e+05  ,  金额: 16201.800000

季度: 2.018080e+05  ,  金额: 12364.000000

季度: 2.018100e+05  ,  金额: 560.000000

季度: 2.018110e+05  ,  金额: 2829.000000

季度: 2.018120e+05  ,  金额: 846.000000

季度: 2.019010e+05  ,  金额: 792.000000

季度: 2.019020e+05  ,  金额: 280.000000

季度: 2.019040e+05  ,  金额: 557.000000

季度: 2.019070e+05  ,  金额: 794.600000

季度: 2.019100e+05  ,  金额: 200.000000

季度: 2.019120e+05  ,  金额: 180.000000

总流水交易额为: 52461.100000, 总流水月平均交易额为: 2914.505556
