公司ID: E38


季度: 2.017030e+05  ,  金额: 330.000000

季度: 2.017070e+05  ,  金额: 2629.000000

季度: 2.017080e+05  ,  金额: 5783.000000

季度: 2.017090e+05  ,  金额: 13097.000000

季度: 2.017100e+05  ,  金额: 22535.000000

季度: 2.017110e+05  ,  金额: 3542.000000

季度: 2.017120e+05  ,  金额: 7874.000000

季度: 2.018010e+05  ,  金额: 9000.000000

季度: 2.018020e+05  ,  金额: 4165707.300000

季度: 2.018030e+05  ,  金额: 31471.760000

季度: 2.018040e+05  ,  金额: 142603.440000

季度: 2.018050e+05  ,  金额: 18506.000000

季度: 2.018060e+05  ,  金额: 190736.000000

季度: 2.018070e+05  ,  金额: 8846.550000

季度: 2.018080e+05  ,  金额: 72450.930000

季度: 2.018090e+05  ,  金额: 81980.010000

季度: 2.018100e+05  ,  金额: 104676.160000

季度: 2.018110e+05  ,  金额: 878395.780000

季度: 2.018120e+05  ,  金额: 173492.330000

季度: 2.019010e+05  ,  金额: 172480.870000

季度: 2.019020e+05  ,  金额: 364380.320000

季度: 2.019030e+05  ,  金额: 329098.980000

季度: 2.019040e+05  ,  金额: 61112.600000

季度: 2.019050e+05  ,  金额: 33569.000000

季度: 2.019060e+05  ,  金额: 439242.660000

季度: 2.019070e+05  ,  金额: 113320.510000

季度: 2.019080e+05  ,  金额: 1565613.930000

季度: 2.019090e+05  ,  金额: 133309.190000

季度: 2.019100e+05  ,  金额: 91549.790000

季度: 2.019110e+05  ,  金额: 111886.860000

季度: 2.019120e+05  ,  金额: 3813312.950000

总流水交易额为: 13162533.920000, 总流水月平均交易额为: 424597.868387
