公司ID: E120


季度: 2.018050e+05  ,  金额: 10900.000000

季度: 2.018060e+05  ,  金额: 1230.000000

季度: 2.018070e+05  ,  金额: 600.000000

季度: 2.018090e+05  ,  金额: 630.000000

季度: 2.018120e+05  ,  金额: 1629.500000

季度: 2.019010e+05  ,  金额: 426.000000

季度: 2.019020e+05  ,  金额: 1999.900000

季度: 2.019030e+05  ,  金额: 200.000000

季度: 2.019050e+05  ,  金额: 348.000000

季度: 2.019060e+05  ,  金额: 280.000000

季度: 2.019120e+05  ,  金额: 976.940000

季度: 2.020010e+05  ,  金额: 226.000000

总流水交易额为: 19446.340000, 总流水月平均交易额为: 1620.528333
