公司ID: E79


季度: 2.017010e+05  ,  金额: 60403.120000

季度: 2.017020e+05  ,  金额: 58955.140000

季度: 2.017030e+05  ,  金额: 66087.930000

季度: 2.017040e+05  ,  金额: 71958.530000

季度: 2.017050e+05  ,  金额: 134405.450000

季度: 2.017060e+05  ,  金额: 67426.210000

季度: 2.017070e+05  ,  金额: 68341.240000

季度: 2.017080e+05  ,  金额: 82170.220000

季度: 2.017090e+05  ,  金额: 74510.650000

季度: 2.017100e+05  ,  金额: 351734.300000

季度: 2.017110e+05  ,  金额: 90310.930000

季度: 2.017120e+05  ,  金额: 200114.550000

季度: 2.018010e+05  ,  金额: 89098.270000

季度: 2.018020e+05  ,  金额: 108883.340000

季度: 2.018030e+05  ,  金额: 43790.620000

季度: 2.018040e+05  ,  金额: 77733.350000

季度: 2.018050e+05  ,  金额: 161934.240000

季度: 2.018060e+05  ,  金额: 91974.740000

季度: 2.018070e+05  ,  金额: 81630.580000

季度: 2.018080e+05  ,  金额: 130068.280000

季度: 2.018090e+05  ,  金额: 94440.350000

季度: 2.018100e+05  ,  金额: 72527.920000

季度: 2.018110e+05  ,  金额: 150025.320000

季度: 2.018120e+05  ,  金额: 97429.040000

季度: 2.019010e+05  ,  金额: 100833.810000

季度: 2.019020e+05  ,  金额: 36501.330000

季度: 2.019030e+05  ,  金额: 58904.370000

季度: 2.019040e+05  ,  金额: 41603.910000

季度: 2.019050e+05  ,  金额: 57242.740000

季度: 2.019060e+05  ,  金额: 50006.560000

季度: 2.019070e+05  ,  金额: 59170.070000

季度: 2.019080e+05  ,  金额: 56966.130000

季度: 2.019090e+05  ,  金额: 56218.750000

季度: 2.019100e+05  ,  金额: 38826.300000

季度: 2.019110e+05  ,  金额: 63365.100000

季度: 2.019120e+05  ,  金额: 55494.830000

季度: 2.020010e+05  ,  金额: 85438.020000

季度: 2.020020e+05  ,  金额: 31506.340000

总流水交易额为: 3318032.580000, 总流水月平均交易额为: 87316.646842
