公司ID: E37


季度: 2.017010e+05  ,  金额: 3451248.360000

季度: 2.017020e+05  ,  金额: 400000.000000

季度: 2.017030e+05  ,  金额: 246933.170000

季度: 2.017040e+05  ,  金额: 931460.760000

季度: 2.017050e+05  ,  金额: 905053.910000

季度: 2.017060e+05  ,  金额: 591050.040000

季度: 2.017070e+05  ,  金额: 280813.970000

季度: 2.017080e+05  ,  金额: 764560.000000

季度: 2.017090e+05  ,  金额: 751727.400000

季度: 2.017100e+05  ,  金额: 826723.000000

季度: 2.017110e+05  ,  金额: 878696.600000

季度: 2.017120e+05  ,  金额: 867797.920000

季度: 2.018010e+05  ,  金额: 1827397.550000

季度: 2.018020e+05  ,  金额: 1282878.110000

季度: 2.018030e+05  ,  金额: 1157718.780000

季度: 2.018040e+05  ,  金额: 888803.690000

季度: 2.018050e+05  ,  金额: 2221530.220000

季度: 2.018060e+05  ,  金额: 1568500.220000

季度: 2.018070e+05  ,  金额: 1570388.550000

季度: 2.018080e+05  ,  金额: 1028786.910000

季度: 2.018090e+05  ,  金额: 811740.970000

季度: 2.018100e+05  ,  金额: 2175253.290000

季度: 2.018110e+05  ,  金额: 1031534.130000

季度: 2.018120e+05  ,  金额: 1321821.350000

季度: 2.019010e+05  ,  金额: 3024203.550000

季度: 2.019020e+05  ,  金额: 1324850.710000

季度: 2.019030e+05  ,  金额: 1067495.250000

季度: 2.019040e+05  ,  金额: 200453.000000

季度: 2.019050e+05  ,  金额: 2916960.000000

季度: 2.019060e+05  ,  金额: 1545466.030000

季度: 2.019070e+05  ,  金额: 1146582.000000

季度: 2.019080e+05  ,  金额: 50300.000000

季度: 2.019090e+05  ,  金额: 2590296.040000

季度: 2.019100e+05  ,  金额: 166861.000000

季度: 2.019110e+05  ,  金额: 1874847.080000

季度: 2.019120e+05  ,  金额: 3853824.300000

季度: 2.020010e+05  ,  金额: 2533760.830000

总流水交易额为: 50078318.690000, 总流水月平均交易额为: 1353468.072703
