公司ID: E70


季度: 2.017010e+05  ,  金额: 27280.000000

季度: 2.017020e+05  ,  金额: 54783.000000

季度: 2.017030e+05  ,  金额: 62204.000000

季度: 2.017040e+05  ,  金额: 120128.000000

季度: 2.017050e+05  ,  金额: 170700.500000

季度: 2.017060e+05  ,  金额: 91075.000000

季度: 2.017070e+05  ,  金额: 96745.500000

季度: 2.017080e+05  ,  金额: 30321.000000

季度: 2.017090e+05  ,  金额: 40444.020000

季度: 2.017100e+05  ,  金额: 85658.750000

季度: 2.017110e+05  ,  金额: 158780.790000

季度: 2.017120e+05  ,  金额: 342008.340000

季度: 2.018010e+05  ,  金额: 135235.510000

季度: 2.018020e+05  ,  金额: 24115.460000

季度: 2.018030e+05  ,  金额: 52604.000000

季度: 2.018040e+05  ,  金额: 42595.910000

季度: 2.018050e+05  ,  金额: 56536.790000

季度: 2.018060e+05  ,  金额: 111663.870000

季度: 2.018070e+05  ,  金额: 592446.700000

季度: 2.018080e+05  ,  金额: 47073.610000

季度: 2.018090e+05  ,  金额: 81860.630000

季度: 2.018100e+05  ,  金额: 45819.320000

季度: 2.018110e+05  ,  金额: 509183.190000

季度: 2.018120e+05  ,  金额: 547781.720000

季度: 2.019010e+05  ,  金额: 228483.750000

季度: 2.019020e+05  ,  金额: 19324.910000

季度: 2.019030e+05  ,  金额: 52139.340000

季度: 2.019040e+05  ,  金额: 131184.270000

季度: 2.019050e+05  ,  金额: 158792.630000

季度: 2.019060e+05  ,  金额: 216396.580000

季度: 2.019070e+05  ,  金额: 46161.090000

季度: 2.019080e+05  ,  金额: 134534.800000

季度: 2.019090e+05  ,  金额: 145161.790000

季度: 2.019100e+05  ,  金额: 342529.740000

季度: 2.019110e+05  ,  金额: 482621.670000

季度: 2.019120e+05  ,  金额: 538455.380000

季度: 2.020010e+05  ,  金额: 56733.170000

季度: 2.020020e+05  ,  金额: 9777.210000

总流水交易额为: 6089341.940000, 总流水月平均交易额为: 160245.840526
