公司ID: E71


季度: 2.017010e+05  ,  金额: 20960.000000

季度: 2.017020e+05  ,  金额: 180.000000

季度: 2.017030e+05  ,  金额: 14750.000000

季度: 2.017040e+05  ,  金额: 210531.000000

季度: 2.017050e+05  ,  金额: 4972.000000

季度: 2.017060e+05  ,  金额: 14826.900000

季度: 2.017070e+05  ,  金额: 5041613.540000

季度: 2.017080e+05  ,  金额: -30549.500000

季度: 2.017090e+05  ,  金额: 22399.400000

季度: 2.017100e+05  ,  金额: 412282.140000

季度: 2.017110e+05  ,  金额: 1499692.220000

季度: 2.017120e+05  ,  金额: 422113.590000

季度: 2.018010e+05  ,  金额: 541639.000000

季度: 2.018020e+05  ,  金额: 33080.490000

季度: 2.018030e+05  ,  金额: 91106.480000

季度: 2.018040e+05  ,  金额: 22249.880000

季度: 2.018050e+05  ,  金额: 89616.760000

季度: 2.018060e+05  ,  金额: 17551.000000

季度: 2.018070e+05  ,  金额: 141215.020000

季度: 2.018080e+05  ,  金额: 403295.300000

季度: 2.018090e+05  ,  金额: 2827.750000

季度: 2.018100e+05  ,  金额: 66979.140000

季度: 2.018110e+05  ,  金额: 23712.570000

季度: 2.018120e+05  ,  金额: 41493.430000

季度: 2.019010e+05  ,  金额: 67880.600000

季度: 2.019020e+05  ,  金额: 409647.090000

季度: 2.019030e+05  ,  金额: 10762.750000

季度: 2.019040e+05  ,  金额: 12189.130000

季度: 2.019050e+05  ,  金额: 6114.200000

季度: 2.019060e+05  ,  金额: 242466.580000

季度: 2.019070e+05  ,  金额: 106428.420000

季度: 2.019080e+05  ,  金额: 22036.750000

季度: 2.019090e+05  ,  金额: 14536.260000

季度: 2.019100e+05  ,  金额: 2000.000000

季度: 2.019110e+05  ,  金额: 2280.000000

总流水交易额为: 10004879.890000, 总流水月平均交易额为: 285853.711143
