公司ID: E24


季度: 2.017010e+05  ,  金额: 1516364.100000

季度: 2.017030e+05  ,  金额: 1413493.740000

季度: 2.017040e+05  ,  金额: 1012736.000000

季度: 2.017050e+05  ,  金额: 1654690.290000

季度: 2.017060e+05  ,  金额: 1311908.940000

季度: 2.017070e+05  ,  金额: 517428.320000

季度: 2.017080e+05  ,  金额: 1572280.370000

季度: 2.017090e+05  ,  金额: 719026.000000

季度: 2.017100e+05  ,  金额: 1308222.640000

季度: 2.017110e+05  ,  金额: 44245.770000

季度: 2.017120e+05  ,  金额: 710956.430000

季度: 2.018010e+05  ,  金额: 4469761.610000

季度: 2.018020e+05  ,  金额: 1924821.630000

季度: 2.018030e+05  ,  金额: 15860.410000

季度: 2.018040e+05  ,  金额: 1165030.620000

季度: 2.018050e+05  ,  金额: 2188085.540000

季度: 2.018060e+05  ,  金额: 3600791.480000

季度: 2.018070e+05  ,  金额: 2428177.200000

季度: 2.018080e+05  ,  金额: 3018873.340000

季度: 2.018090e+05  ,  金额: 3310648.130000

季度: 2.018100e+05  ,  金额: 3730318.220000

季度: 2.018110e+05  ,  金额: 2025373.430000

季度: 2.018120e+05  ,  金额: 4935969.620000

季度: 2.019010e+05  ,  金额: 4661914.000000

季度: 2.019020e+05  ,  金额: 336899.010000

季度: 2.019030e+05  ,  金额: 5008128.460000

季度: 2.019040e+05  ,  金额: 1350267.390000

季度: 2.019050e+05  ,  金额: 2893075.000000

季度: 2.019060e+05  ,  金额: 3153760.130000

季度: 2.019070e+05  ,  金额: 3138006.560000

季度: 2.019080e+05  ,  金额: 3016261.660000

季度: 2.019090e+05  ,  金额: 5236935.510000

季度: 2.019100e+05  ,  金额: 2122329.960000

季度: 2.019110e+05  ,  金额: 4601147.880000

季度: 2.019120e+05  ,  金额: 4201381.980000

季度: 2.020010e+05  ,  金额: 1915498.040000

总流水交易额为: 86230669.410000, 总流水月平均交易额为: 2395296.372500
