公司ID: E81


季度: 2.017010e+05  ,  金额: 43576.300000

季度: 2.017020e+05  ,  金额: 91491.000000

季度: 2.017040e+05  ,  金额: 90097.500000

季度: 2.017050e+05  ,  金额: 20640.500000

季度: 2.017060e+05  ,  金额: 13480.000000

季度: 2.017070e+05  ,  金额: 47442.350000

季度: 2.017080e+05  ,  金额: 44282.900000

季度: 2.017090e+05  ,  金额: 64564.000000

季度: 2.017100e+05  ,  金额: 128091.500000

季度: 2.017110e+05  ,  金额: 63090.000000

季度: 2.017120e+05  ,  金额: 138604.000000

季度: 2.018010e+05  ,  金额: 78161.000000

季度: 2.018020e+05  ,  金额: 1699.000000

季度: 2.018030e+05  ,  金额: 58355.000000

季度: 2.018040e+05  ,  金额: 75981.000000

季度: 2.018050e+05  ,  金额: 13573.000000

季度: 2.018060e+05  ,  金额: 90085.570000

季度: 2.018070e+05  ,  金额: 48083.000000

季度: 2.018080e+05  ,  金额: 70358.000000

季度: 2.018090e+05  ,  金额: 39677.500000

季度: 2.018100e+05  ,  金额: 97196.000000

季度: 2.018110e+05  ,  金额: 59930.000000

季度: 2.018120e+05  ,  金额: 113863.500000

季度: 2.019010e+05  ,  金额: 10215.000000

季度: 2.019020e+05  ,  金额: 2097.000000

季度: 2.019030e+05  ,  金额: 110175.000000

季度: 2.019040e+05  ,  金额: 34500.000000

季度: 2.019050e+05  ,  金额: 13256.000000

季度: 2.019060e+05  ,  金额: 96067.910000

季度: 2.019070e+05  ,  金额: 163539.000000

季度: 2.019080e+05  ,  金额: 22425.000000

季度: 2.019090e+05  ,  金额: 66395.000000

季度: 2.019100e+05  ,  金额: 70130.000000

季度: 2.019110e+05  ,  金额: 226648.000000

季度: 2.019120e+05  ,  金额: -58346.000000

季度: 2.020010e+05  ,  金额: 6000.000000

总流水交易额为: 2255424.530000, 总流水月平均交易额为: 62650.681389
