公司ID: E15


季度: 2.017050e+05  ,  金额: 330.000000

季度: 2.017090e+05  ,  金额: 2500.000000

季度: 2.017100e+05  ,  金额: 2400.000000

季度: 2.018010e+05  ,  金额: 180.000000

季度: 2.018030e+05  ,  金额: 280.000000

季度: 2.018040e+05  ,  金额: 960.000000

季度: 2.018060e+05  ,  金额: 1406.000000

季度: 2.018080e+05  ,  金额: 44960.000000

季度: 2.018090e+05  ,  金额: 731.000000

季度: 2.018110e+05  ,  金额: 176672.000000

季度: 2.018120e+05  ,  金额: 653677.000000

季度: 2.019010e+05  ,  金额: 1035642.000000

季度: 2.019030e+05  ,  金额: 49.000000

季度: 2.019040e+05  ,  金额: 780457.990000

季度: 2.019050e+05  ,  金额: 266666.400000

季度: 2.019060e+05  ,  金额: 389092.050000

季度: 2.019070e+05  ,  金额: 794889.000000

季度: 2.019080e+05  ,  金额: 18.000000

季度: 2.019090e+05  ,  金额: 650883.000000

季度: 2.019100e+05  ,  金额: 2151.000000

总流水交易额为: 4803944.440000, 总流水月平均交易额为: 240197.222000
