公司ID: E66


季度: 2.017070e+05  ,  金额: 4312.800000

季度: 2.017080e+05  ,  金额: 1293.000000

季度: 2.017090e+05  ,  金额: 212.000000

季度: 2.017100e+05  ,  金额: 421.000000

季度: 2.017110e+05  ,  金额: 1212.000000

季度: 2.017120e+05  ,  金额: 227.000000

季度: 2.018010e+05  ,  金额: 16775.460000

季度: 2.018020e+05  ,  金额: 10528.440000

季度: 2.018030e+05  ,  金额: 214440.970000

季度: 2.018040e+05  ,  金额: 222693.140000

季度: 2.018050e+05  ,  金额: 194693.170000

季度: 2.018060e+05  ,  金额: 14154.000000

季度: 2.018070e+05  ,  金额: 399362.150000

季度: 2.018080e+05  ,  金额: 10194.660000

季度: 2.018090e+05  ,  金额: 645270.370000

季度: 2.018100e+05  ,  金额: 192094.410000

季度: 2.018110e+05  ,  金额: 5371.000000

季度: 2.018120e+05  ,  金额: 614256.590000

季度: 2.019010e+05  ,  金额: 296440.730000

季度: 2.019020e+05  ,  金额: 178679.910000

季度: 2.019030e+05  ,  金额: 193609.430000

季度: 2.019040e+05  ,  金额: 8333.190000

季度: 2.019050e+05  ,  金额: 499007.180000

季度: 2.019060e+05  ,  金额: 225572.050000

季度: 2.019070e+05  ,  金额: 192089.040000

季度: 2.019080e+05  ,  金额: 230397.420000

季度: 2.019090e+05  ,  金额: 180058.730000

季度: 2.019100e+05  ,  金额: 148006.320000

季度: 2.019110e+05  ,  金额: 211463.070000

季度: 2.019120e+05  ,  金额: 157812.430000

季度: 2.020010e+05  ,  金额: 308753.860000

季度: 2.020020e+05  ,  金额: 372.790000

总流水交易额为: 5378108.310000, 总流水月平均交易额为: 168065.884688
