公司ID: E114


季度: 2.017070e+05  ,  金额: 50728.000000

季度: 2.017110e+05  ,  金额: 8870.000000

季度: 2.017120e+05  ,  金额: 1598.000000

季度: 2.018010e+05  ,  金额: 7308.000000

季度: 2.018020e+05  ,  金额: 145765.000000

季度: 2.018050e+05  ,  金额: 2000.000000

季度: 2.018060e+05  ,  金额: 14976.000000

季度: 2.018070e+05  ,  金额: 15936.000000

季度: 2.018080e+05  ,  金额: 971.000000

季度: 2.018090e+05  ,  金额: 1585.000000

季度: 2.018100e+05  ,  金额: 500.000000

季度: 2.018110e+05  ,  金额: 8800.000000

季度: 2.018120e+05  ,  金额: 10427.000000

季度: 2.019010e+05  ,  金额: 2190.000000

季度: 2.019020e+05  ,  金额: 2200.000000

季度: 2.019030e+05  ,  金额: 312.000000

季度: 2.019040e+05  ,  金额: 42700.000000

季度: 2.019050e+05  ,  金额: 500.000000

季度: 2.019060e+05  ,  金额: 41100.000000

季度: 2.019070e+05  ,  金额: 51500.000000

季度: 2.019080e+05  ,  金额: 10700.000000

季度: 2.019090e+05  ,  金额: 2700.000000

季度: 2.019100e+05  ,  金额: 46900.000000

季度: 2.019110e+05  ,  金额: 34200.000000

季度: 2.019120e+05  ,  金额: 139535.000000

季度: 2.020010e+05  ,  金额: 216.000000

季度: 2.020020e+05  ,  金额: 100.000000

总流水交易额为: 644317.000000, 总流水月平均交易额为: 23863.592593
