公司ID: E87


季度: 2.017070e+05  ,  金额: 118384.960000

季度: 2.017080e+05  ,  金额: 131857.520000

季度: 2.017090e+05  ,  金额: 44695.720000

季度: 2.017100e+05  ,  金额: 39223.100000

季度: 2.017110e+05  ,  金额: 45380.740000

季度: 2.017120e+05  ,  金额: 115597.830000

季度: 2.018010e+05  ,  金额: 155003.490000

季度: 2.018020e+05  ,  金额: 4355.730000

季度: 2.018030e+05  ,  金额: 1040.000000

季度: 2.018040e+05  ,  金额: 288185.240000

季度: 2.018050e+05  ,  金额: 104613.000000

季度: 2.018060e+05  ,  金额: 180488.000000

季度: 2.018070e+05  ,  金额: 16688.700000

季度: 2.018080e+05  ,  金额: 14040.000000

季度: 2.018090e+05  ,  金额: 8104.000000

季度: 2.018100e+05  ,  金额: 11289.000000

季度: 2.018110e+05  ,  金额: 7028.700000

季度: 2.018120e+05  ,  金额: 23667.720000

季度: 2.019010e+05  ,  金额: 18840.950000

季度: 2.019020e+05  ,  金额: 5676.010000

季度: 2.019030e+05  ,  金额: 3986.630000

季度: 2.019040e+05  ,  金额: 13504.580000

季度: 2.019050e+05  ,  金额: 15417.980000

季度: 2.019060e+05  ,  金额: 18490.160000

季度: 2.019070e+05  ,  金额: 15324.840000

季度: 2.019080e+05  ,  金额: 6409.640000

季度: 2.019090e+05  ,  金额: 108923.640000

季度: 2.019100e+05  ,  金额: 32100.000000

季度: 2.019110e+05  ,  金额: 8924.380000

季度: 2.019120e+05  ,  金额: 82103.660000

季度: 2.020010e+05  ,  金额: 66928.000000

总流水交易额为: 1706273.920000, 总流水月平均交易额为: 55041.094194
