公司ID: E4


季度: 2.017010e+05  ,  金额: 293199.480000

季度: 2.017020e+05  ,  金额: 20193.000000

季度: 2.017030e+05  ,  金额: 4734342.000000

季度: 2.017040e+05  ,  金额: 1149398.740000

季度: 2.017050e+05  ,  金额: 29363.750000

季度: 2.017060e+05  ,  金额: 24873.910000

季度: 2.017070e+05  ,  金额: 32173.720000

季度: 2.017080e+05  ,  金额: 3541.000000

季度: 2.017090e+05  ,  金额: 580.000000

季度: 2.017100e+05  ,  金额: 49028.000000

季度: 2.017110e+05  ,  金额: 31865199.140000

季度: 2.017120e+05  ,  金额: 40435415.540000

季度: 2.018010e+05  ,  金额: 41630810.860000

季度: 2.018020e+05  ,  金额: 43585490.780000

季度: 2.018030e+05  ,  金额: 36218.250000

季度: 2.018040e+05  ,  金额: 269146.180000

季度: 2.018050e+05  ,  金额: 10878.310000

季度: 2.018060e+05  ,  金额: 301750.390000

季度: 2.018070e+05  ,  金额: 63449.120000

季度: 2.018080e+05  ,  金额: 5425.910000

季度: 2.018090e+05  ,  金额: 4485112.950000

季度: 2.018100e+05  ,  金额: 8347009.910000

季度: 2.018110e+05  ,  金额: 29721.410000

季度: 2.018120e+05  ,  金额: 14946377.340000

季度: 2.019010e+05  ,  金额: 223201.700000

季度: 2.019020e+05  ,  金额: 79803.000000

季度: 2.019030e+05  ,  金额: 8344.300000

季度: 2.019040e+05  ,  金额: 41101.010000

季度: 2.019050e+05  ,  金额: 57675.480000

季度: 2.019060e+05  ,  金额: 37341.200000

季度: 2.019070e+05  ,  金额: 4818132.880000

季度: 2.019080e+05  ,  金额: 2860377.010000

季度: 2.019090e+05  ,  金额: 6349502.710000

季度: 2.019100e+05  ,  金额: 10641532.400000

季度: 2.019110e+05  ,  金额: 5343591.910000

季度: 2.019120e+05  ,  金额: 31759079.100000

季度: 2.020010e+05  ,  金额: 15485.220000

季度: 2.020020e+05  ,  金额: 347.010000

总流水交易额为: 254584214.620000, 总流水月平均交易额为: 6699584.595263
